Index	First	Quality_1	Second	Quality_2	Type	Longitude	Latitude	ElevAngle
122	2020-02-29 07:05:16	9	2020-02-29 19:38:16	9	Midday	-17.338	-14.873	-2.00
123	2020-02-29 19:38:16	9	2020-03-01 07:00:16	9	Midnight	-16.737	-19.080	-2.00
124	2020-03-01 07:00:16	9	2020-03-01 19:36:16	9	Midday	-16.512	-18.069	-2.00
125	2020-03-01 19:36:16	9	2020-03-02 06:55:16	9	Midnight	-15.913	-22.332	-2.00
126	2020-03-02 06:55:16	9	2020-03-02 19:36:16	9	Midday	-15.938	-23.007	-2.00
127	2020-03-02 19:36:16	9	2020-03-03 06:58:16	9	Midnight	-16.340	-20.926	-2.00
128	2020-03-03 06:58:16	9	2020-03-03 19:36:16	9	Midday	-16.367	-21.625	-2.00
129	2020-03-03 19:36:16	9	2020-03-04 06:58:16	9	Midnight	-16.394	-21.978	-2.00
130	2020-03-04 06:58:16	9	2020-03-04 19:34:16	9	Midday	-16.172	-20.956	-2.00
131	2020-03-04 19:34:16	9	2020-03-05 06:58:16	9	Midnight	-16.200	-21.309	-2.00
132	2020-03-05 06:58:16	9	2020-03-05 19:41:16	9	Midday	-17.104	-28.286	-2.00
133	2020-03-05 19:41:16	9	2020-03-06 06:55:16	9	Midnight	-16.758	-31.245	-2.00
134	2020-03-06 06:55:16	9	2020-03-06 19:36:16	9	Midday	-16.163	-28.027	-2.00
135	2020-03-06 19:36:16	9	2020-03-07 06:55:16	9	Midnight	-16.193	-28.571	-2.00
136	2020-03-07 06:55:16	9	2020-03-07 19:31:16	9	Midday	-15.598	-24.800	-2.00
137	2020-03-07 19:31:16	9	2020-03-08 06:50:16	9	Midnight	-15.004	-30.186	-2.00
138	2020-03-08 06:50:16	9	2020-03-08 19:36:16	9	Midday	-15.660	-35.645	-2.00
139	2020-03-08 19:36:16	9	2020-03-09 06:55:16	9	Midnight	-16.317	-31.973	-2.00
140	2020-03-09 06:55:16	9	2020-03-09 19:36:16	9	Midday	-16.349	-33.173	-2.00
141	2020-03-09 19:36:16	9	2020-03-10 06:55:16	9	Midnight	-16.381	-33.930	-2.00
142	2020-03-10 06:55:16	9	2020-03-10 19:39:16	9	Midday	-16.789	-37.996	-2.00
143	2020-03-10 19:39:16	9	2020-03-11 06:50:16	9	Midnight	-16.197	-43.006	-2.00
144	2020-03-11 06:50:16	9	2020-03-11 19:33:16	9	Midday	-15.480	-39.376	-2.00
145	2020-03-11 19:33:16	9	2020-03-12 06:53:16	9	Midnight	-15.888	-37.446	-2.00
146	2020-03-12 06:53:16	9	2020-03-12 19:38:16	9	Midday	-16.547	-43.632	-2.00
147	2020-03-12 19:38:16	9	2020-03-13 06:53:16	9	Midnight	-16.581	-44.715	-2.00
148	2020-03-13 06:53:16	9	2020-03-13 19:41:16	9	Midday	-16.991	-48.705	-2.00
149	2020-03-13 19:41:16	9	2020-03-14 06:50:16	9	Midnight	-16.650	-52.018	-2.00
150	2020-03-14 06:50:16	9	2020-03-14 19:38:16	9	Midday	-16.310	-51.528	-2.00
151	2020-03-14 19:38:16	9	2020-03-15 06:50:16	9	Midnight	-16.345	-52.809	-2.00
152	2020-03-15 06:50:16	9	2020-03-15 19:38:16	9	Midday	-16.381	-54.543	-2.00
153	2020-03-15 19:38:16	9	2020-03-16 06:48:16	9	Midnight	-16.166	-57.233	-2.00
154	2020-03-16 06:48:16	9	2020-03-16 21:41:16	9	Midday	-31.580	-80.762	-2.00
155	2020-03-16 21:41:16	9	2020-03-17 06:52:16	9	Midnight	-32.116	-81.085	-2.00
156	2020-03-17 06:52:16	9	2020-03-17 19:36:16	9	Midday	-16.524	-58.500	-2.00
157	2020-03-17 19:36:16	9	2020-03-18 06:38:16	9	Midnight	-14.810	-67.406	-2.00
158	2020-03-18 06:38:16	9	2020-03-18 22:06:16	9	Midday	-33.601	-84.031	-2.00
159	2020-03-18 22:06:16	9	2020-03-19 06:20:16	9	Midnight	-31.387	-84.877	-2.00
160	2020-03-19 06:20:16	9	2020-03-19 19:23:16	9	Midday	-11.045	-73.490	-2.00
161	2020-03-19 19:23:16	9	2020-03-20 06:15:16	9	Midnight	-10.456	0.341	-2.00
162	2020-03-20 06:15:16	9	2020-03-20 19:19:16	9	Midday	-9.993	74.468	-2.00
163	2020-03-20 19:19:16	9	2020-03-21 06:15:16	9	Midnight	-10.031	72.985	-2.00
164	2020-03-21 06:15:16	9	2020-03-21 19:21:16	9	Midday	-10.318	72.230	-2.00
165	2020-03-21 19:21:16	9	2020-03-22 06:28:16	9	Midnight	-11.981	66.048	-2.00
166	2020-03-22 06:28:16	9	2020-03-22 19:36:16	9	Midday	-13.894	70.140	-2.00
167	2020-03-22 19:36:16	9	2020-03-23 06:40:16	9	Midnight	-15.431	64.253	-2.00
168	2020-03-23 06:40:16	9	2020-03-23 19:36:16	9	Midday	-15.469	62.907	-2.00
169	2020-03-23 19:36:16	9	2020-03-24 06:40:16	9	Midnight	-15.507	61.301	-2.00
170	2020-03-24 06:40:16	9	2020-03-24 19:36:16	9	Midday	-15.544	60.025	-2.00
171	2020-03-24 19:36:16	9	2020-03-25 06:40:16	9	Midnight	-15.582	58.468	-2.00
172	2020-03-25 06:40:16	9	2020-03-25 19:36:16	9	Midday	-15.620	57.266	-2.00
173	2020-03-25 19:36:16	9	2020-03-26 06:51:16	9	Midnight	-17.033	48.202	-2.00
174	2020-03-26 06:51:16	9	2020-03-26 19:41:16	9	Midday	-17.696	50.822	-2.00
175	2020-03-26 19:41:16	9	2020-03-27 06:53:16	9	Midnight	-17.984	47.788	-2.00
176	2020-03-27 06:53:16	9	2020-03-27 19:38:16	9	Midday	-17.646	44.294	-2.00
177	2020-03-27 19:38:16	9	2020-03-28 06:50:16	9	Midnight	-17.309	45.217	-2.00
178	2020-03-28 06:50:16	9	2020-03-28 19:41:16	9	Midday	-17.721	46.463	-2.00
179	2020-03-28 19:41:16	9	2020-03-29 06:40:16	9	Midnight	-16.509	51.380	-2.00
180	2020-03-29 06:40:16	9	2020-03-29 19:33:16	9	Midday	-15.546	45.594	-2.00
181	2020-03-29 19:33:16	9	2020-03-30 06:43:16	9	Midnight	-15.959	42.153	-2.00
182	2020-03-30 06:43:16	9	2020-03-30 19:41:16	9	Midday	-16.996	46.686	-2.00
183	2020-03-30 19:41:16	9	2020-03-31 06:38:16	9	Midnight	-16.408	48.391	-2.00
184	2020-03-31 06:38:16	9	2020-03-31 19:36:16	9	Midday	-15.820	44.734	-2.00
185	2020-03-31 19:36:16	9	2020-04-01 06:40:16	9	Midnight	-16.107	42.352	-2.00
186	2020-04-01 06:40:16	9	2020-04-01 19:41:16	9	Midday	-16.769	44.663	-2.00
187	2020-04-01 19:41:16	9	2020-04-02 06:45:16	9	Midnight	-17.431	40.557	-2.00
188	2020-04-02 06:45:16	9	2020-04-02 19:38:16	9	Midday	-17.093	37.911	-2.00
189	2020-04-02 19:38:16	9	2020-04-03 06:43:16	9	Midnight	-16.879	38.235	-2.00
190	2020-04-03 06:43:16	9	2020-04-03 19:41:16	9	Midday	-17.291	39.521	-2.00
191	2020-04-03 19:41:16	9	2020-04-04 06:40:16	9	Midnight	-16.952	40.356	-2.00
192	2020-04-04 06:40:16	9	2020-04-04 19:41:16	9	Midday	-16.988	39.767	-2.00
193	2020-04-04 19:41:16	9	2020-04-05 06:42:16	9	Midnight	-17.274	37.692	-2.00
194	2020-04-05 06:42:16	9	2020-04-05 19:38:16	9	Midday	-16.934	35.328	-2.00
195	2020-04-05 19:38:16	9	2020-04-06 06:35:16	9	Midnight	-16.095	38.592	-2.00
196	2020-04-06 06:35:16	9	2020-04-06 19:36:16	9	Midday	-15.880	36.958	-2.00
197	2020-04-06 19:36:16	9	2020-04-07 06:38:16	9	Midnight	-16.290	34.400	-2.00
198	2020-04-07 06:38:16	9	2020-04-07 19:43:16	9	Midday	-17.200	37.843	-2.00
199	2020-04-07 19:43:16	9	2020-04-08 06:40:16	9	Midnight	-17.484	36.002	-2.00
200	2020-04-08 06:40:16	9	2020-04-08 19:43:16	9	Midday	-17.518	35.549	-2.00
201	2020-04-08 19:43:16	9	2020-04-09 06:35:16	9	Midnight	-16.927	37.411	-2.00
202	2020-04-09 06:35:16	9	2020-04-09 19:41:16	9	Midday	-16.711	35.961	-2.00
203	2020-04-09 19:41:16	9	2020-04-10 06:35:16	9	Midnight	-16.744	35.263	-2.00
204	2020-04-10 06:35:16	9	2020-04-10 19:39:16	9	Midday	-16.527	33.828	-2.00
205	2020-04-10 19:39:16	9	2020-04-11 06:35:16	9	Midnight	-16.560	33.166	-2.00
206	2020-04-11 06:35:16	9	2020-04-11 19:38:16	9	Midday	-16.468	32.274	-2.00
207	2020-04-11 19:38:16	9	2020-04-12 06:32:16	9	Midnight	-16.125	33.172	-2.00
208	2020-04-12 06:32:16	9	2020-04-12 19:46:16	9	Midday	-17.157	36.559	-2.00
209	2020-04-12 19:46:16	9	2020-04-13 06:05:16	9	Midnight	-13.813	46.101	-2.00
210	2020-04-13 06:05:16	9	2020-04-13 19:36:16	9	Midday	-12.594	42.342	-2.00
211	2020-04-13 19:36:16	9	2020-04-14 05:53:16	9	Midnight	-11.124	45.748	-2.00
212	2020-04-14 05:53:16	9	2020-04-14 19:26:16	9	Midday	-9.905	42.081	-2.00
213	2020-04-14 19:26:16	9	2020-04-15 05:33:16	9	Midnight	-7.434	47.720	-2.00
214	2020-04-15 05:33:16	9	2020-04-15 19:31:16	9	Midday	-8.089	48.660	-2.00
215	2020-04-15 19:31:16	9	2020-04-16 05:22:16	9	Midnight	-6.743	50.851	-2.00
216	2020-04-16 05:22:16	9	2020-04-16 19:24:16	9	Midday	-5.897	48.798	-2.00
217	2020-04-16 19:24:16	9	2020-04-17 05:20:16	9	Midnight	-5.676	48.805	-2.00
218	2020-04-17 05:20:16	9	2020-04-17 19:33:16	9	Midday	-6.829	50.540	-2.00
219	2020-04-17 19:33:16	9	2020-04-18 05:00:16	9	Midnight	-4.357	54.138	-2.00
220	2020-04-18 05:00:16	9	2020-04-18 19:23:16	9	Midday	-3.134	51.865	-2.00
221	2020-04-18 19:23:16	9	2020-04-19 05:00:16	9	Midnight	-3.161	51.430	-2.00
222	2020-04-19 05:00:16	9	2020-04-19 19:06:16	9	Midday	-1.062	47.309	-2.00
223	2020-04-19 19:06:16	9	2020-04-20 04:45:16	9	Midnight	0.787	50.257	-2.00
224	2020-04-20 04:45:16	9	2020-04-20 19:26:16	9	Midday	-1.739	53.731	-2.00
225	2020-04-20 19:26:16	9	2020-04-21 04:35:16	9	Midnight	-0.514	55.005	-2.00
226	2020-04-21 04:35:16	9	2020-04-21 19:26:16	9	Midday	-0.539	54.690	-2.00
227	2020-04-21 19:26:16	9	2020-04-22 04:23:16	9	Midnight	0.937	56.148	-2.00
228	2020-04-22 04:23:16	9	2020-04-22 19:31:16	9	Midday	0.288	56.555	-2.00
229	2020-04-22 19:31:16	9	2020-04-23 04:05:16	9	Midnight	2.515	58.549	-2.00
230	2020-04-23 04:05:16	9	2020-04-23 19:44:16	9	Midday	0.867	59.758	-2.00
231	2020-04-23 19:44:16	9	2020-04-24 04:00:16	9	Midnight	1.469	59.984	-2.00
232	2020-04-24 04:00:16	9	2020-04-24 19:46:16	9	Midday	1.198	59.926	-2.00
233	2020-04-24 19:46:16	9	2020-04-25 04:00:16	9	Midnight	1.176	59.623	-2.00
234	2020-04-25 04:00:16	9	2020-04-25 19:46:16	9	Midday	1.155	59.359	-2.00
235	2020-04-25 19:46:16	9	2020-04-26 04:00:16	9	Midnight	1.135	59.062	-2.00
236	2020-04-26 04:00:16	9	2020-04-26 19:39:16	9	Midday	1.990	58.034	-2.00
237	2020-04-26 19:39:16	9	2020-04-27 03:55:16	9	Midnight	2.596	58.297	-2.00
238	2020-04-27 03:55:16	9	2020-04-27 19:51:16	9	Midday	1.077	59.303	-2.00
239	2020-04-27 19:51:16	9	2020-04-28 03:58:16	9	Midnight	0.683	58.717	-2.00
240	2020-04-28 03:58:16	9	2020-04-28 19:36:16	9	Midday	2.541	56.824	-2.00
241	2020-04-28 19:36:16	9	2020-04-29 04:00:16	9	Midnight	2.273	56.305	-2.00
242	2020-04-29 04:00:16	9	2020-04-29 19:56:16	9	Midday	-0.244	58.264	-2.00
243	2020-04-29 19:56:16	9	2020-04-30 03:53:16	9	Midnight	0.615	58.705	-2.00
244	2020-04-30 03:53:16	9	2020-04-30 19:56:16	9	Midday	0.600	58.471	-2.00
245	2020-04-30 19:56:16	9	2020-05-01 03:48:16	9	Midnight	1.210	58.703	-2.00
246	2020-05-01 03:48:16	9	2020-05-01 19:51:16	9	Midday	1.820	57.986	-2.00
247	2020-05-01 19:51:16	9	2020-05-02 03:45:16	9	Midnight	2.181	58.033	-2.00
248	2020-05-02 03:45:16	9	2020-05-02 19:58:16	9	Midday	1.293	58.481	-2.00
249	2020-05-02 19:58:16	9	2020-05-03 03:45:16	9	Midnight	1.280	58.240	-2.00
250	2020-05-03 03:45:16	9	2020-05-03 19:46:16	9	Midday	2.768	56.841	-2.00
251	2020-05-03 19:46:16	9	2020-05-04 03:40:16	9	Midnight	3.381	57.109	-2.00
252	2020-05-04 03:40:16	9	2020-05-04 19:53:16	9	Midday	2.495	57.575	-2.00
253	2020-05-04 19:53:16	9	2020-05-05 03:45:16	9	Midnight	1.860	56.859	-2.00
254	2020-05-05 03:45:16	9	2020-05-05 19:56:16	9	Midday	1.475	56.942	-2.00
255	2020-05-05 19:56:16	9	2020-05-06 03:45:16	9	Midnight	1.465	56.718	-2.00
256	2020-05-06 03:45:16	9	2020-05-06 20:06:16	9	Midday	0.207	57.459	-2.00
257	2020-05-06 20:06:16	9	2020-05-07 03:45:16	9	Midnight	0.198	57.245	-2.00
258	2020-05-07 03:45:16	9	2020-05-07 20:06:16	9	Midday	0.191	57.045	-2.00
259	2020-05-07 20:06:16	9	2020-05-08 03:35:16	9	Midnight	1.434	57.737	-2.00
260	2020-05-08 03:35:16	9	2020-05-08 20:08:16	9	Midday	1.178	57.717	-2.00
261	2020-05-08 20:08:16	9	2020-05-09 03:30:16	9	Midnight	1.797	57.944	-2.00
262	2020-05-09 03:30:16	9	2020-05-09 20:11:16	9	Midday	1.417	58.006	-2.00
263	2020-05-09 20:11:16	9	2020-05-10 03:30:16	9	Midnight	1.412	57.815	-2.00
264	2020-05-10 03:30:16	9	2020-05-10 20:08:16	9	Midday	1.783	57.380	-2.00
265	2020-05-10 20:08:16	9	2020-05-11 03:25:16	9	Midnight	2.405	57.612	-2.00
266	2020-05-11 03:25:16	9	2020-05-11 20:08:16	9	Midday	2.402	57.433	-2.00
267	2020-05-11 20:08:16	9	2020-05-12 03:25:16	9	Midnight	2.399	57.252	-2.00
268	2020-05-12 03:25:16	9	2020-05-12 20:08:16	9	Midday	2.398	57.077	-2.00
269	2020-05-12 20:08:16	9	2020-05-13 03:25:16	9	Midnight	2.397	56.901	-2.00
270	2020-05-13 03:25:16	9	2020-05-13 20:16:16	9	Midday	1.397	57.382	-2.00
271	2020-05-13 20:16:16	9	2020-05-14 03:20:16	9	Midnight	2.022	57.607	-2.00
272	2020-05-14 03:20:16	9	2020-05-14 20:16:16	9	Midday	2.022	57.442	-2.00
273	2020-05-14 20:16:16	9	2020-05-15 03:20:16	9	Midnight	2.024	57.280	-2.00
