Index	First	Quality_1	Second	Quality_2	Type	Longitude	Latitude	ElevAngle
0	2019-11-04 19:33:16	9	2019-11-05 18:45:16	9	Midnight	-111.433	78.833	-4.50
1	2019-11-05 18:45:16	9	2019-11-05 23:31:16	9	Midday	-141.179	76.239	-4.50
2	2019-11-05 23:31:16	9	2019-11-06 15:35:16	9	Midnight	-117.425	68.726	-4.50
3	2019-11-06 15:35:16	9	2019-11-07 10:05:16	9	Midday	163.333	-63.138	-4.50
4	2019-11-07 10:05:16	9	2019-11-07 16:06:16	9	Midnight	159.464	-61.368	-4.50
5	2019-11-07 16:06:16	9	2019-11-08 09:29:16	9	Midday	163.971	-58.928	-4.50
6	2019-11-08 09:29:16	9	2019-11-09 08:55:16	9	Midnight	37.861	77.796	-4.50
7	2019-11-11 12:12:16	9	2019-11-11 17:11:16	9	Midday	-44.450	73.950	-4.50
8	2019-11-11 17:11:16	9	2019-11-12 11:23:16	9	Midnight	-38.311	72.377	-4.50
9	2019-11-14 18:34:16	9	2019-11-15 07:33:16	9	Midnight	-19.832	34.557	-4.50
10	2019-11-18 07:50:16	9	2019-11-18 17:34:16	9	Midday	-14.294	50.516	-4.50
11	2019-11-18 17:34:16	9	2019-11-19 09:37:16	9	Midnight	-27.640	62.972	-4.50
12	2019-11-19 09:37:16	9	2019-11-19 17:59:16	9	Midday	-30.737	60.609	-4.50
13	2019-11-19 17:59:16	9	2019-11-20 09:32:16	9	Midnight	-30.084	59.910	-4.50
14	2019-11-20 09:32:16	9	2019-11-20 18:08:16	9	Midday	-31.179	58.821	-4.50
15	2019-11-20 18:08:16	9	2019-11-21 10:20:16	9	Midnight	-37.148	62.948	-4.50
16	2019-11-21 10:20:16	9	2019-11-21 22:24:16	9	Midday	-69.111	11.960	-4.50
17	2019-11-21 22:24:16	9	2019-11-22 06:50:16	9	Midnight	-42.833	-42.706	-4.50
18	2019-11-22 06:50:16	9	2019-11-22 18:44:16	9	Midday	-15.306	15.260	-4.50
19	2019-11-22 18:44:16	9	2019-11-23 07:50:16	9	Midnight	-22.770	33.426	-4.50
20	2019-11-23 07:50:16	9	2019-11-23 21:04:16	9	Midday	-40.233	-11.433	-4.50
21	2019-11-23 21:04:16	9	2019-11-24 09:50:16	9	Midnight	-55.194	27.497	-4.50
22	2019-11-24 09:50:16	9	2019-11-24 17:59:16	9	Midday	-32.038	60.055	-4.50
23	2020-01-06 08:12:16	9	2020-01-06 20:14:16	9	Midday	-31.904	11.288	-4.50
24	2020-01-06 20:14:16	9	2020-01-07 07:13:16	9	Midnight	-24.476	-6.579	-4.50
25	2020-01-07 07:13:16	9	2020-01-07 16:48:16	9	Midday	1.321	46.530	-4.50
26	2020-01-07 16:48:16	9	2020-01-08 08:40:16	9	Midnight	-9.497	57.368	-4.50
27	2020-01-08 08:40:16	9	2020-01-08 15:06:16	9	Midday	3.302	64.638	-4.50
28	2020-01-08 15:06:16	9	2020-01-09 08:50:16	9	Midnight	2.105	65.205	-4.50
29	2020-01-09 08:50:16	9	2020-01-09 17:44:16	9	Midday	-17.586	52.766	-4.50
30	2020-01-09 17:44:16	9	2020-01-10 08:20:16	9	Midnight	-13.786	48.724	-4.50
31	2020-01-10 08:20:16	9	2020-01-10 17:24:16	9	Midday	-11.235	51.714	-4.50
32	2020-01-10 17:24:16	9	2020-01-11 08:30:16	9	Midnight	-12.434	53.062	-4.50
33	2020-01-11 08:30:16	9	2020-01-11 15:41:16	9	Midday	0.487	62.609	-4.50
34	2020-01-11 15:41:16	9	2020-01-12 08:10:16	9	Midnight	3.036	61.300	-4.50
35	2020-01-12 08:10:16	9	2020-01-12 15:26:16	9	Midday	4.959	62.498	-4.50
36	2020-01-15 13:02:16	9	2020-01-15 20:24:16	9	Midday	-68.493	62.884	-4.50
37	2020-01-15 20:24:16	9	2020-01-16 12:52:16	9	Midnight	-67.199	62.288	-4.50
38	2020-01-16 12:52:16	9	2020-01-16 19:11:16	9	Midday	-58.033	66.722	-4.50
39	2020-01-16 19:11:16	9	2020-01-17 09:00:16	9	Midnight	-28.997	42.470	-4.50
40	2020-01-19 07:30:16	9	2020-01-19 19:08:16	9	Midday	-17.172	20.325	-4.50
41	2020-01-19 19:08:16	9	2020-01-20 08:15:16	9	Midnight	-22.757	33.649	-4.50
42	2020-01-20 08:15:16	9	2020-01-20 16:01:16	9	Midday	0.651	62.570	-4.50
43	2020-01-20 16:01:16	9	2020-01-21 08:21:16	9	Midnight	-0.062	63.167	-4.50
44	2020-01-21 08:21:16	9	2020-01-21 19:19:16	9	Midday	-24.771	32.882	-4.50
45	2020-01-21 19:19:16	9	2020-01-22 07:17:16	9	Midnight	-16.737	12.629	-4.50
46	2020-01-22 07:17:16	9	2020-01-22 19:18:16	9	Midday	-16.578	13.145	-4.50
47	2020-01-22 19:18:16	9	2020-01-23 07:13:16	9	Midnight	-16.044	11.716	-4.50
48	2020-01-23 07:13:16	9	2020-01-23 19:14:16	9	Midday	-15.511	13.294	-4.50
49	2020-01-23 19:14:16	9	2020-01-24 07:12:16	9	Midnight	-15.354	12.925	-4.50
50	2020-01-24 07:12:16	9	2020-01-24 19:26:16	9	Midday	-16.823	8.761	-4.50
51	2020-01-24 19:26:16	9	2020-01-25 07:10:16	9	Midnight	-16.542	7.992	-4.50
52	2020-01-25 07:10:16	9	2020-01-25 19:24:16	9	Midday	-16.263	8.861	-4.50
53	2020-01-25 19:24:16	9	2020-01-26 07:10:16	9	Midnight	-16.234	8.829	-4.50
54	2020-01-26 07:10:16	9	2020-01-26 19:24:16	9	Midday	-16.206	8.966	-4.50
55	2020-01-26 19:24:16	9	2020-01-27 07:08:16	9	Midnight	-15.929	8.189	-4.50
56	2020-01-27 07:08:16	9	2020-01-27 19:24:16	9	Midday	-15.902	8.320	-4.50
57	2020-01-27 19:24:16	9	2020-01-28 07:10:16	9	Midnight	-16.127	9.059	-4.50
58	2020-01-28 07:10:16	9	2020-01-28 19:21:16	9	Midday	-15.727	10.347	-4.50
59	2020-01-28 19:21:16	9	2020-01-29 07:08:16	9	Midnight	-15.453	9.570	-4.50
60	2020-01-29 07:08:16	9	2020-01-29 19:24:16	9	Midday	-15.806	8.536	-4.50
61	2020-01-29 19:24:16	9	2020-01-30 07:08:16	9	Midnight	-15.783	8.525	-4.50
62	2020-01-30 07:08:16	9	2020-01-30 19:21:16	9	Midday	-15.387	9.845	-4.50
63	2020-01-30 19:21:16	9	2020-01-31 07:05:16	9	Midnight	-14.992	8.649	-4.50
64	2020-01-31 07:05:16	9	2020-01-31 19:29:16	9	Midday	-15.972	5.540	-4.50
65	2020-01-31 19:29:16	9	2020-02-01 07:07:16	9	Midnight	-16.204	6.331	-4.50
66	2020-02-01 07:07:16	9	2020-02-01 19:28:16	9	Midday	-16.061	6.846	-4.50
67	2020-02-01 19:28:16	9	2020-02-02 07:10:16	9	Midnight	-16.419	8.087	-4.50
68	2020-02-02 07:10:16	9	2020-02-02 19:21:16	9	Midday	-15.528	11.139	-4.50
69	2020-02-02 19:21:16	9	2020-02-03 07:08:16	9	Midnight	-15.262	10.334	-4.50
70	2020-02-03 07:08:16	9	2020-02-03 19:28:16	9	Midday	-16.123	7.477	-4.50
71	2020-02-03 19:28:16	9	2020-02-04 07:05:16	9	Midnight	-15.735	6.195	-4.50
72	2020-02-04 07:05:16	9	2020-02-04 19:28:16	9	Midday	-15.722	6.288	-4.50
73	2020-02-04 19:28:16	9	2020-02-05 07:05:16	9	Midnight	-15.710	6.297	-4.50
74	2020-02-05 07:05:16	9	2020-02-05 19:31:16	9	Midday	-16.074	5.055	-4.50
75	2020-02-05 19:31:16	9	2020-02-06 07:05:16	9	Midnight	-16.064	5.058	-4.50
76	2020-02-06 07:05:16	9	2020-02-06 19:28:16	9	Midday	-15.680	6.493	-4.50
77	2020-02-06 19:28:16	9	2020-02-07 07:13:16	9	Midnight	-16.671	10.195	-4.50
78	2020-02-07 07:13:16	9	2020-02-07 19:29:16	9	Midday	-16.789	9.857	-4.50
79	2020-02-07 19:29:16	9	2020-02-08 07:05:16	9	Midnight	-15.782	6.170	-4.50
80	2020-02-08 07:05:16	9	2020-02-08 19:31:16	9	Midday	-16.026	5.301	-4.50
81	2020-02-08 19:31:16	9	2020-02-09 07:05:16	9	Midnight	-16.021	5.328	-4.50
82	2020-02-09 07:05:16	9	2020-02-09 19:31:16	9	Midday	-16.017	5.393	-4.50
83	2020-02-09 19:31:16	9	2020-02-10 07:05:16	9	Midnight	-16.013	5.430	-4.50
84	2020-02-10 07:05:16	9	2020-02-10 19:31:16	9	Midday	-16.011	5.492	-4.50
85	2020-02-10 19:31:16	9	2020-02-11 07:05:16	9	Midnight	-16.009	5.538	-4.50
86	2020-02-11 07:05:16	9	2020-02-11 19:33:16	9	Midday	-16.258	4.581	-4.50
87	2020-02-11 19:33:16	9	2020-02-12 07:05:16	9	Midnight	-16.258	4.625	-4.50
88	2020-02-12 07:05:16	9	2020-02-12 19:33:16	9	Midday	-16.258	4.667	-4.50
89	2020-02-12 19:33:16	9	2020-02-13 07:05:16	9	Midnight	-16.260	4.720	-4.50
90	2020-02-13 07:05:16	9	2020-02-13 19:29:16	9	Midday	-15.762	6.903	-4.50
91	2020-02-13 19:29:16	9	2020-02-14 07:05:16	9	Midnight	-15.765	6.996	-4.50
92	2020-02-14 07:05:16	9	2020-02-14 19:31:16	9	Midday	-16.019	5.958	-4.50
93	2020-02-14 19:31:16	9	2020-02-15 07:10:16	9	Midnight	-16.649	8.852	-4.50
94	2020-02-15 07:10:16	9	2020-02-15 19:33:16	9	Midday	-16.904	7.801	-4.50
95	2020-02-15 19:33:16	9	2020-02-16 07:08:16	9	Midnight	-16.660	6.775	-4.50
96	2020-02-16 07:08:16	9	2020-02-16 19:31:16	9	Midday	-16.417	8.001	-4.50
97	2020-02-16 19:31:16	9	2020-02-17 07:10:16	9	Midnight	-16.675	9.337	-4.50
98	2020-02-17 07:10:16	9	2020-02-17 19:31:16	9	Midday	-16.683	9.427	-4.50
99	2020-02-17 19:31:16	9	2020-02-18 07:05:16	9	Midnight	-16.067	6.534	-4.50
100	2020-02-18 07:05:16	9	2020-02-18 19:36:16	9	Midday	-16.702	3.482	-4.50
101	2020-02-18 19:36:16	9	2020-02-19 07:00:16	9	Midnight	-16.088	0.480	-4.50
102	2020-02-19 07:00:16	9	2020-02-19 19:31:16	9	Midday	-15.474	3.562	-4.50
103	2020-02-19 19:31:16	9	2020-02-20 07:03:16	9	Midnight	-15.861	5.616	-4.50
104	2020-02-20 07:03:16	9	2020-02-20 19:33:16	9	Midday	-16.124	4.308	-4.50
105	2020-02-20 19:33:16	9	2020-02-21 07:05:16	9	Midnight	-16.387	5.787	-4.50
106	2020-02-21 07:05:16	9	2020-02-21 19:33:16	9	Midday	-16.401	5.799	-4.50
107	2020-02-21 19:33:16	9	2020-02-22 07:03:16	9	Midnight	-16.166	4.576	-4.50
108	2020-02-22 07:03:16	9	2020-02-22 19:33:16	9	Midday	-16.181	4.559	-4.50
109	2020-02-22 19:33:16	9	2020-02-23 07:05:16	9	Midnight	-16.447	6.176	-4.50
110	2020-02-23 07:05:16	9	2020-02-23 19:26:16	9	Midday	-15.589	11.434	-4.50
111	2020-02-23 19:26:16	9	2020-02-24 07:10:16	9	Midnight	-16.232	15.629	-4.50
112	2020-02-24 07:10:16	9	2020-02-24 19:31:16	9	Midday	-16.875	11.883	-4.50
113	2020-02-24 19:31:16	9	2020-02-25 07:07:16	9	Midnight	-16.518	9.829	-4.50
114	2020-02-25 07:07:16	9	2020-02-25 19:36:16	9	Midday	-17.163	5.835	-4.50
115	2020-02-25 19:36:16	9	2020-02-26 07:03:16	9	Midnight	-16.682	2.813	-4.50
116	2020-02-26 07:03:16	9	2020-02-26 19:38:16	9	Midday	-16.953	1.086	-4.50
117	2020-02-26 19:38:16	9	2020-02-27 07:00:16	9	Midnight	-16.599	-1.235	-4.50
118	2020-02-27 07:00:16	9	2020-02-27 19:38:16	9	Midday	-16.621	-1.421	-4.50
119	2020-02-27 19:38:16	9	2020-02-28 06:55:16	9	Midnight	-16.018	-5.471	-4.50
120	2020-02-28 06:55:16	9	2020-02-28 19:36:16	9	Midday	-15.791	-4.090	-4.50
121	2020-02-28 19:36:16	9	2020-02-29 07:05:16	9	Midnight	-17.064	5.025	-4.50
122	2020-02-29 07:05:16	9	2020-02-29 19:38:16	9	Midday	-17.338	3.032	-4.50
123	2020-02-29 19:38:16	9	2020-03-01 07:00:16	9	Midnight	-16.737	-1.506	-4.50
124	2020-03-01 07:00:16	9	2020-03-01 19:36:16	9	Midday	-16.512	0.183	-4.50
125	2020-03-01 19:36:16	9	2020-03-02 06:55:16	9	Midnight	-15.913	-4.509	-4.50
126	2020-03-02 06:55:16	9	2020-03-02 19:36:16	9	Midday	-15.938	-4.845	-4.50
