Index	First	Quality_1	Second	Quality_2	Type	Longitude	Latitude	ElevAngle
0	2019-11-04 19:33:16	9	2019-11-05 18:45:16	9	Midnight	-111.433	79.336	-5.00
1	2019-11-05 18:45:16	9	2019-11-05 23:31:16	9	Midday	-141.179	76.845	-5.00
2	2019-11-05 23:31:16	9	2019-11-06 15:35:16	9	Midnight	-117.425	69.626	-5.00
3	2019-11-06 15:35:16	9	2019-11-07 10:05:16	9	Midday	163.333	-62.491	-5.00
4	2019-11-07 10:05:16	9	2019-11-07 16:06:16	9	Midnight	159.464	-60.684	-5.00
5	2019-11-07 16:06:16	9	2019-11-08 09:29:16	9	Midday	163.971	-58.192	-5.00
6	2019-11-08 09:29:16	9	2019-11-09 08:55:16	9	Midnight	37.861	78.297	-5.00
7	2019-11-11 12:12:16	9	2019-11-11 17:11:16	9	Midday	-44.450	74.565	-5.00
8	2019-11-11 17:11:16	9	2019-11-12 11:23:16	9	Midnight	-38.311	73.041	-5.00
9	2019-11-14 18:34:16	9	2019-11-15 07:33:16	9	Midnight	-19.832	36.079	-5.00
10	2019-11-18 07:50:16	9	2019-11-18 17:34:16	9	Midday	-14.294	51.698	-5.00
11	2019-11-18 17:34:16	9	2019-11-19 09:37:16	9	Midnight	-27.640	63.839	-5.00
12	2019-11-19 09:37:16	9	2019-11-19 17:59:16	9	Midday	-30.737	61.533	-5.00
13	2019-11-19 17:59:16	9	2019-11-20 09:32:16	9	Midnight	-30.084	60.846	-5.00
14	2019-11-20 09:32:16	9	2019-11-20 18:08:16	9	Midday	-31.179	59.778	-5.00
15	2019-11-20 18:08:16	9	2019-11-21 10:20:16	9	Midnight	-37.148	63.791	-5.00
16	2019-11-21 10:20:16	9	2019-11-21 22:24:16	9	Midday	-69.111	13.466	-5.00
17	2019-11-21 22:24:16	9	2019-11-22 06:50:16	9	Midnight	-42.833	-41.780	-5.00
18	2019-11-22 06:50:16	9	2019-11-22 18:44:16	9	Midday	-15.306	16.750	-5.00
19	2019-11-22 18:44:16	9	2019-11-23 07:50:16	9	Midnight	-22.770	34.803	-5.00
20	2019-11-23 07:50:16	9	2019-11-23 21:04:16	9	Midday	-40.233	-10.086	-5.00
21	2019-11-23 21:04:16	9	2019-11-24 09:50:16	9	Midnight	-55.194	28.912	-5.00
22	2019-11-24 09:50:16	9	2019-11-24 17:59:16	9	Midday	-32.038	60.935	-5.00
23	2020-01-06 08:12:16	9	2020-01-06 20:14:16	9	Midday	-31.904	12.621	-5.00
24	2020-01-06 20:14:16	9	2020-01-07 07:13:16	9	Midnight	-24.476	-5.310	-5.00
25	2020-01-07 07:13:16	9	2020-01-07 16:48:16	9	Midday	1.321	47.589	-5.00
26	2020-01-07 16:48:16	9	2020-01-08 08:40:16	9	Midnight	-9.497	58.225	-5.00
27	2020-01-08 08:40:16	9	2020-01-08 15:06:16	9	Midday	3.302	65.331	-5.00
28	2020-01-08 15:06:16	9	2020-01-09 08:50:16	9	Midnight	2.105	65.887	-5.00
29	2020-01-09 08:50:16	9	2020-01-09 17:44:16	9	Midday	-17.586	53.726	-5.00
30	2020-01-09 17:44:16	9	2020-01-10 08:20:16	9	Midnight	-13.786	49.764	-5.00
31	2020-01-10 08:20:16	9	2020-01-10 17:24:16	9	Midday	-11.235	52.702	-5.00
32	2020-01-10 17:24:16	9	2020-01-11 08:30:16	9	Midnight	-12.434	54.028	-5.00
33	2020-01-11 08:30:16	9	2020-01-11 15:41:16	9	Midday	0.487	63.368	-5.00
34	2020-01-11 15:41:16	9	2020-01-12 08:10:16	9	Midnight	3.036	62.093	-5.00
35	2020-01-12 08:10:16	9	2020-01-12 15:26:16	9	Midday	4.959	63.266	-5.00
36	2020-01-15 13:02:16	9	2020-01-15 20:24:16	9	Midday	-68.493	63.666	-5.00
37	2020-01-15 20:24:16	9	2020-01-16 12:52:16	9	Midnight	-67.199	63.089	-5.00
38	2020-01-16 12:52:16	9	2020-01-16 19:11:16	9	Midday	-58.033	67.412	-5.00
39	2020-01-16 19:11:16	9	2020-01-17 09:00:16	9	Midnight	-28.997	43.685	-5.00
40	2020-01-19 07:30:16	9	2020-01-19 19:08:16	9	Midday	-17.172	21.785	-5.00
41	2020-01-19 19:08:16	9	2020-01-20 08:15:16	9	Midnight	-22.757	35.022	-5.00
42	2020-01-20 08:15:16	9	2020-01-20 16:01:16	9	Midday	0.651	63.405	-5.00
43	2020-01-20 16:01:16	9	2020-01-21 08:21:16	9	Midnight	-0.062	63.991	-5.00
44	2020-01-21 08:21:16	9	2020-01-21 19:19:16	9	Midday	-24.771	34.288	-5.00
45	2020-01-21 19:19:16	9	2020-01-22 07:17:16	9	Midnight	-16.737	14.143	-5.00
46	2020-01-22 07:17:16	9	2020-01-22 19:18:16	9	Midday	-16.578	14.669	-5.00
47	2020-01-22 19:18:16	9	2020-01-23 07:13:16	9	Midnight	-16.044	13.247	-5.00
48	2020-01-23 07:13:16	9	2020-01-23 19:14:16	9	Midday	-15.511	14.836	-5.00
49	2020-01-23 19:14:16	9	2020-01-24 07:12:16	9	Midnight	-15.354	14.477	-5.00
50	2020-01-24 07:12:16	9	2020-01-24 19:26:16	9	Midday	-16.823	10.316	-5.00
51	2020-01-24 19:26:16	9	2020-01-25 07:10:16	9	Midnight	-16.542	9.555	-5.00
52	2020-01-25 07:10:16	9	2020-01-25 19:24:16	9	Midday	-16.263	10.436	-5.00
53	2020-01-25 19:24:16	9	2020-01-26 07:10:16	9	Midnight	-16.234	10.415	-5.00
54	2020-01-26 07:10:16	9	2020-01-26 19:24:16	9	Midday	-16.206	10.563	-5.00
55	2020-01-26 19:24:16	9	2020-01-27 07:08:16	9	Midnight	-15.929	9.794	-5.00
56	2020-01-27 07:08:16	9	2020-01-27 19:24:16	9	Midday	-15.902	9.937	-5.00
57	2020-01-27 19:24:16	9	2020-01-28 07:10:16	9	Midnight	-16.127	10.689	-5.00
58	2020-01-28 07:10:16	9	2020-01-28 19:21:16	9	Midday	-15.727	11.993	-5.00
59	2020-01-28 19:21:16	9	2020-01-29 07:08:16	9	Midnight	-15.453	11.226	-5.00
60	2020-01-29 07:08:16	9	2020-01-29 19:24:16	9	Midday	-15.806	10.201	-5.00
61	2020-01-29 19:24:16	9	2020-01-30 07:08:16	9	Midnight	-15.783	10.203	-5.00
62	2020-01-30 07:08:16	9	2020-01-30 19:21:16	9	Midday	-15.387	11.540	-5.00
63	2020-01-30 19:21:16	9	2020-01-31 07:05:16	9	Midnight	-14.992	10.354	-5.00
64	2020-01-31 07:05:16	9	2020-01-31 19:29:16	9	Midday	-15.972	7.245	-5.00
65	2020-01-31 19:29:16	9	2020-02-01 07:07:16	9	Midnight	-16.204	8.054	-5.00
