"site","Lon","Lat","Lon.2.5%","Lon.40%","Lon.80%","Lon.97.25%","Lat.2.5%","Lat.40%","Lat.80%","Lat.97.25%","Arrival","Departure","mask","tag.loc"
"wgr",-16.5948275862069,10.7991803278689,-20.0948275862069,-18.0948275862069,-14.5948275862069,-13.5948275862069,-0.700819672131146,3.79918032786885,16.2991803278689,19.2991803278689,2012-10-14 12:46:50,2013-03-14 13:04:44,"none","Methwold Hythe"
"wgr",-16.1120689655172,11.8401639344262,-17.1120689655172,-17.1120689655172,-14.6120689655172,-13.6120689655172,10.3401639344262,10.8401639344262,16.8401639344262,19.8401639344262,2012-09-27 00:51:51,2013-03-14 13:04:44,"land","Methwold Hythe"
