"site","Lon","Lat","Lon.2.5%","Lon.40%","Lon.80%","Lon.97.25%","Lat.2.5%","Lat.40%","Lat.80%","Lat.97.25%","Arrival","Departure","mask","tag.loc"
"wgr",-16.9511494252874,14.8046448087432,-16.9511494252874,-16.9511494252874,-15.117816091954,-13.617816091954,9.6379781420765,11.8046448087432,22.6379781420765,25.4713114754098,2017-10-03 01:09:21,2018-04-02 13:17:13,"land","Alton Water"
"wgr",-17.7212643678161,10.8456284153005,-23.0545977011494,-20.3879310344828,-15.0545977011494,-12.5545977011494,-20.8210382513661,-7.98770491803279,24.0122950819672,32.1789617486339,2017-10-03 01:09:21,2018-04-02 13:17:13,"none","Alton Water"
