"site","Lon","Lat","Lon.2.5%","Lon.40%","Lon.80%","Lon.97.25%","Lat.2.5%","Lat.40%","Lat.80%","Lat.97.25%","Arrival","Departure","mask","tag.loc"
"wgr",-15.6120689655172,14.2991803278689,-17.1120689655172,-17.1120689655172,-14.1120689655172,-13.1120689655172,8.29918032786885,10.2991803278689,18.2991803278689,21.2991803278689,2012-10-02 13:00:29,2013-03-03 13:13:30,"land","Orlestone Forest"
"wgr",-15.6120689655172,14.2991803278689,-19.1120689655172,-17.6120689655172,-14.1120689655172,-13.1120689655172,0.799180327868854,5.29918032786885,18.2991803278689,22.2991803278689,2012-10-02 13:00:29,2013-03-03 13:13:30,"none","Orlestone Forest"
