"site","Lon","Lat","Lon.2.5%","Lon.40%","Lon.80%","Lon.97.25%","Lat.2.5%","Lat.40%","Lat.80%","Lat.97.25%","Arrival","Departure","mask","tag.loc"
"wgr",-16.0775862068965,11.7991803278689,-16.5775862068965,-16.5775862068965,-14.0775862068965,-13.5775862068965,9.79918032786885,10.7991803278689,14.7991803278689,16.2991803278689,2015-10-13 00:57:45,2016-01-31 13:22:08,"land","Methwold Hythe"
"wgr",-17.0775862068965,6.79918032786885,-20.0775862068965,-18.5775862068965,-15.5775862068965,-14.5775862068965,-3.20081967213115,0.799180327868854,10.7991803278689,15.7991803278689,2015-10-13 00:57:45,2016-01-31 13:22:08,"none","Methwold Hythe"
