"site","Lon","Lat","Lon.2.5%","Lon.40%","Lon.80%","Lon.97.25%","Lat.2.5%","Lat.40%","Lat.80%","Lat.97.25%","Arrival","Departure","mask","tag.loc"
"wgr",-15.0775862068965,11.2172131147541,-17.0775862068965,-17.0775862068965,-10.5775862068965,-3.57758620689654,6.7172131147541,7.7172131147541,21.7172131147541,34.7172131147541,2017-09-02 00:52:26,2018-03-12 13:07:28,"land","Methwold Hythe"
"wgr",-17.0775862068965,5.2172131147541,-23.5775862068965,-20.0775862068965,-14.0775862068965,-9.07758620689654,-14.2827868852459,-6.2827868852459,14.2172131147541,25.2172131147541,2017-09-02 00:52:26,2018-03-12 13:07:28,"none","Methwold Hythe"
