"site","Lon","Lat","Lon.2.5%","Lon.40%","Lon.80%","Lon.97.25%","Lat.2.5%","Lat.40%","Lat.80%","Lat.97.25%","mask","tag.loc"
"wgr",-17.1120689655172,10.422131147541,-18.6120689655172,-17.6120689655172,-16.1120689655172,-15.6120689655172,3.92213114754098,6.92213114754098,13.422131147541,15.922131147541,"none","Gambia"
"wgr",-16.6120689655172,12.422131147541,-17.1120689655172,-16.6120689655172,-16.1120689655172,-14.1120689655172,11.922131147541,11.922131147541,13.922131147541,19.922131147541,"land","Gambia"
"brgr",-0.25,49.3073770491803,-5.25,-3.25,2.25,7.25,45.8073770491803,47.3073770491803,50.3073770491803,52.8073770491803,"none","Gambia"
"brgr",-0.25,49.3073770491803,-3.75,-3.25,2.25,7.25,46.8073770491803,47.3073770491803,50.3073770491803,52.8073770491803,"land","Gambia"
