"site","Lon","Lat","Lon.2.5%","Lon.40%","Lon.80%","Lon.97.25%","Lat.2.5%","Lat.40%","Lat.80%","Lat.97.25%","mask","tag.loc"
"wgr",-17.1293103448276,11.9631147540984,-18.6293103448276,-17.6293103448276,-16.6293103448276,-15.6293103448276,5.96311475409836,8.46311475409836,14.4631147540984,16.9631147540984,"none","Gambia"
"wgr",-16.6293103448276,12.4631147540984,-17.1293103448276,-17.1293103448276,-16.1293103448276,-15.6293103448276,11.9631147540984,12.4631147540984,15.4631147540984,16.9631147540984,"land","Gambia"
"brgr",1.30172413793105,47.4303278688525,-1.19827586206895,0.301724137931046,2.30172413793105,3.30172413793105,45.9303278688525,46.4303278688525,47.9303278688525,49.4303278688525,"none","Gambia"
"brgr",1.30172413793105,47.4303278688525,-1.19827586206895,0.301724137931046,2.30172413793105,3.30172413793105,45.9303278688525,46.4303278688525,47.9303278688525,49.4303278688525,"land","Gambia"
