"site","Lon","Lat","Lon.2.5%","Lon.40%","Lon.80%","Lon.97.25%","Lat.2.5%","Lat.40%","Lat.80%","Lat.97.25%","mask","tag.loc"
"brgr",0.853448275862064,50.8073770491803,-3.14655172413794,-1.64655172413794,3.35344827586206,5.35344827586206,46.8073770491803,48.8073770491803,51.8073770491803,52.3073770491803,"none","Gambia"
"brgr",1.85344827586206,50.3073770491803,-7.14655172413794,-1.64655172413794,3.35344827586206,5.85344827586206,45.3073770491803,48.3073770491803,51.8073770491803,54.8073770491803,"land","Gambia"
