record_number,count,country,site,date,Month,time,location,latitude,longitude,ring size,ring no.,status,mig,english,french,scientific,age,sex,fat,muscle,wing,weight,bp,moult,ringer,bill skull,tarsus,tail,bill feather,bill nostril,bill+head,other bio,notes,PJ moult,wing point,2nd =,emarginate,OGC,Blood sample no.,Feather sample,Tape used,,RINGERS' KEY
2292,1,GH,Brenu,16/12/2009,Dec,0730,Brenu Beach,5.073055556,-1.423888889,A,P000098,N,.,Slender-billed Weaver,Tisserin de Pelzeln,Ploceus pelzelni,2,.,.,.,55,10.9,.,None,IAD,,,,,,,,,,,,,,,,,,
2293,1,GH,Brenu,16/12/2009,Dec,0730,Brenu Beach,5.073055556,-1.423888889,A,P000099,N,.,Slender-billed Weaver,Tisserin de Pelzeln,Ploceus pelzelni,2,.,.,.,.,.,.,,GD,,,,,,,,,,,,,,,,,,
2294,1,GH,Brenu,16/12/2009,Dec,0730,Brenu Beach,5.073055556,-1.423888889,A,P000100,N,.,Common Wattle-eye,Pririt à collier,Platysteira cyanea,2,F,.,.,.,.,.,,GD,,,,,,,,,,,,,,,,,,
3926,1,GH,Brenu,16/12/2009,Dec,0730,Brenu Beach,5.073055556,-1.423888889,CC,S001548,N,.,Village Weaver,Tisserin gendarme,Ploceus cucullatus,2,F,.,.,.,.,.,,IAD,,,,,,,,,,,,,,,,,,
1397,1,GH,Brenu,16/12/2009,Dec,0740,Brenu Beach,5.073055556,-1.423888889,AA,N00137,N,.,Yellow White-eye,Zostérops jaune,Zosterops senegalensis,2,.,.,.,.,.,.,,IAD,,,,,,,,,,,,,,,,,,
2295,1,GH,Brenu,16/12/2009,Dec,0740,Brenu Beach,5.073055556,-1.423888889,A,P000101,N,.,Green-headed Sunbird,Sioumanga à tête verte,Cyanomitra verticalis,4,F,.,.,.,.,.,Wing,GD,,,,,,,,,,,,,,,,,,
2296,1,GH,Brenu,16/12/2009,Dec,0740,Brenu Beach,5.073055556,-1.423888889,A,P000102,N,.,Slender-billed Weaver,Tisserin de Pelzeln,Ploceus pelzelni,2,.,.,.,.,.,.,,IAD,,,,,,,,,,,,,,,,,,
3751,1,GH,Brenu,16/12/2009,Dec,0740,Brenu Beach,5.073055556,-1.423888889,B,R000087,N,.,Northern Grey-headed Sparrow,Moineau gris,Passer griseus,2,.,.,.,.,.,.,Wing,GD,,,,,,,,,,,,,,,,,,
3927,1,GH,Brenu,16/12/2009,Dec,0740,Brenu Beach,5.073055556,-1.423888889,CC,S001549,N,.,Black-necked Weaver,Tisserin à cou noir,Ploceus nigricollis,2,M,.,.,.,.,.,,GD,,,,,,,,,,,,,,,,,,
2297,1,GH,Brenu,16/12/2009,Dec,0830,Brenu Beach,5.073055556,-1.423888889,A,P000103,N,.,Slender-billed Weaver,Tisserin de Pelzeln,Ploceus pelzelni,2,.,.,.,.,.,.,Wing,GD,,,,,,,,,,,,,,,,,,
2298,1,GH,Brenu,16/12/2009,Dec,0830,Brenu Beach,5.073055556,-1.423888889,A,P000104,N,.,Slender-billed Weaver,Tisserin de Pelzeln,Ploceus pelzelni,2,.,.,.,.,.,.,None,GD,,,,,,,,,,,,,,,,,,
2299,1,GH,Brenu,16/12/2009,Dec,0830,Brenu Beach,5.073055556,-1.423888889,A,P000105,N,.,Slender-billed Weaver,Tisserin de Pelzeln,Ploceus pelzelni,2,.,.,.,.,.,.,Wing,IAD,,,,,,,,,,,,,,,,,,
2300,1,GH,Brenu,16/12/2009,Dec,0830,Brenu Beach,5.073055556,-1.423888889,A,P000106,N,.,Slender-billed Weaver,Tisserin de Pelzeln,Ploceus pelzelni,2,.,.,.,.,.,.,None,GD,,,,,,,,,,,,,,,,,,
2301,1,GH,Brenu,16/12/2009,Dec,0830,Brenu Beach,5.073055556,-1.423888889,A,P000107,N,Mig,Garden Warbler,Fauvette des jardins,Sylvia borin,3,.,1,1,76,18,.,None,IAD,,,,,,,,,,,,,,,,,,
2302,1,GH,Brenu,16/12/2009,Dec,0830,Brenu Beach,5.073055556,-1.423888889,A,P000108,N,.,Northern Red Bishop,Euplecte franciscain,Euplectes franciscanus,2,.,.,.,.,.,.,,GD,,,,,,,,,,,,,,,,,,
3752,1,GH,Brenu,16/12/2009,Dec,0830,Brenu Beach,5.073055556,-1.423888889,B,R000088,N,.,Northern Grey-headed Sparrow,Moineau gris,Passer griseus,2,.,.,.,.,.,.,,IAD,,,,,,,,,,,,,,,,,,
3928,1,GH,Brenu,16/12/2009,Dec,0830,Brenu Beach,5.073055556,-1.423888889,CC,S001550,N,.,Simple Leaflove,Bulbul modeste,Chlorocichla simplex,4,.,.,.,.,.,.,None,IAD,,,,,,,,,,,,,,,,,,
3929,1,GH,Brenu,16/12/2009,Dec,0830,Brenu Beach,5.073055556,-1.423888889,CC,S001551,N,.,Village Weaver,Tisserin gendarme,Ploceus cucullatus,2,M,.,.,.,.,.,None,IAD,,,,,,,,,,,,,,,,,,
4166,1,GH,Brenu,16/12/2009,Dec,0830,Brenu Beach,5.073055556,-1.423888889,So,V000021,N,.,White-throated Bee-eater,Guêpier à gorge blanche,Merops albicollis,3,.,.,.,.,.,.,Wing,IAD,,,,,,,,,,,,,,,,,,
1399,1,GH,Brenu,16/12/2009,Dec,0840,Brenu Beach,5.073055556,-1.423888889,AA,N00139,N,.,Lesser Striped Swallow,Hirondelle striée,Hirundo abyssinica,2,F,.,.,95,14.1,.,None,GD,,,,,,,,,,,,,,,,,,
1400,1,GH,Brenu,16/12/2009,Dec,0840,Brenu Beach,5.073055556,-1.423888889,AA,N00140,N,.,Lesser Striped Swallow,Hirondelle striée,Hirundo abyssinica,2,F,.,.,99,14.7,.,None,GD,,,,,,,,,,,,,,,,,,
1401,1,GH,Brenu,16/12/2009,Dec,0840,Brenu Beach,5.073055556,-1.423888889,AA,N00141,N,.,Grey-backed Camaroptera,Camaroptère à tête grise,Camaroptera brachyura,2,.,.,.,.,10.4,.,Wing,IAD,,,,,,,,,,,,,,,,,,
3753,1,GH,Brenu,16/12/2009,Dec,0840,Brenu Beach,5.073055556,-1.423888889,B,R000089,N,.,Black-necked Weaver,Tisserin à cou noir,Ploceus nigricollis,2,M,.,.,.,.,.,,GD,,,,,,,,,,,,,,,,,,
3754,1,GH,Brenu,16/12/2009,Dec,0840,Brenu Beach,5.073055556,-1.423888889,B,R000090,N,.,Northern Grey-headed Sparrow,Moineau gris,Passer griseus,2,.,.,.,.,.,.,Wing & tail,GD,,,,,,,,,,,,,,,,,,
3755,1,GH,Brenu,16/12/2009,Dec,0840,Brenu Beach,5.073055556,-1.423888889,B,R000091,N,.,Common Bulbul,Bulbul des jardins,Pycnonotus barbatus,2,.,.,.,91,37.1,.,None,GD,,,,,,,,,,,,,,,,,,
3930,1,GH,Brenu,16/12/2009,Dec,0840,Brenu Beach,5.073055556,-1.423888889,CC,S001552,N,.,Village Weaver,Tisserin gendarme,Ploceus cucullatus,2,.,.,.,.,.,.,None,IAD,,,,,,,,,,,,,,,,,,
3931,1,GH,Brenu,16/12/2009,Dec,0840,Brenu Beach,5.073055556,-1.423888889,CC,S001553,N,.,Simple Leaflove,Bulbul modeste,Chlorocichla simplex,2,.,.,.,.,.,.,,GD,,,,,,,,,,,,,,,,,,
2303,1,GH,Brenu,16/12/2009,Dec,0850,Brenu Beach,5.073055556,-1.423888889,A,P000109,N,.,Slender-billed Weaver,Tisserin de Pelzeln,Ploceus pelzelni,2,.,.,.,56,12.6,.,,GD,,,,,,,,,,,,,,,,,,
3756,1,GH,Brenu,16/12/2009,Dec,0850,Brenu Beach,5.073055556,-1.423888889,B,R000092,N,.,Northern Grey-headed Sparrow,Moineau gris,Passer griseus,2,.,.,.,82,26.6,.,None,GD,,,,,,,,,,,,,,,,,,
3932,1,GH,Brenu,16/12/2009,Dec,0850,Brenu Beach,5.073055556,-1.423888889,CC,S001554,N,.,Village Weaver,Tisserin gendarme,Ploceus cucullatus,2,F,.,.,79,30,.,None,GD,,,,,,,,,,,,,,,,,,
3933,1,GH,Brenu,16/12/2009,Dec,0850,Brenu Beach,5.073055556,-1.423888889,CC,S001555,N,.,Village Weaver,Tisserin gendarme,Ploceus cucullatus,2,F,.,.,76,33.6,.,None,IAD,,,,,,,,,,,,,,,,,,
1402,1,GH,Brenu,16/12/2009,Dec,0930,Brenu Beach,5.073055556,-1.423888889,AA,N00142,N,.,Copper Sunbird,Souimanga cuivré,Cinnyris cupreus,4,M,.,.,.,12.3,.,Wing,IAD,,,,,,,,,,,,,,,,,,
2304,1,GH,Brenu,16/12/2009,Dec,0930,Brenu Beach,5.073055556,-1.423888889,A,P000110,N,Mig,Barn Swallow,Hirondelle rustique,Hirundo rustica,3,.,0,0,106,13,.,Wing,IAD,,,,,,,,,,,,,,,,,,
3757,1,GH,Brenu,16/12/2009,Dec,0930,Brenu Beach,5.073055556,-1.423888889,B,R000093,N,.,Common Bulbul,Bulbul des jardins,Pycnonotus barbatus,4,.,.,.,92,35.4,.,,IAD,,,,,,,,,,,,,,,,,,
2305,1,GH,Brenu,16/12/2009,Dec,0940,Brenu Beach,5.073055556,-1.423888889,A,P000111,N,.,Slender-billed Weaver,Tisserin de Pelzeln,Ploceus pelzelni,2,.,.,.,55,12.7,.,None,GD,,,,,,,,,,,,,,,,,,
4167,1,GH,Brenu,16/12/2009,Dec,0940,Brenu Beach,5.073055556,-1.423888889,So,V000022,N,.,Little Bee-eater,Guêpier nain,Merops pusillus,4,F,.,.,75,14.4,4,None,IAD,,,,,,,,,,,,,,,,,,
4168,1,GH,Brenu,16/12/2009,Dec,0940,Brenu Beach,5.073055556,-1.423888889,So,V000023,N,.,Little Bee-eater,Guêpier nain,Merops pusillus,4,F,.,.,75,14,5,None,IAD,,,,,,,,,,,,,,,,,,
3758,1,GH,Brenu,16/12/2009,Dec,1010,Brenu Beach,5.073055556,-1.423888889,B,R000094,N,.,Sulphur-breasted Bush-shrike,Gladiateur soufré,Malaconotus sulfureopectus,4,.,.,.,.,30.5,.,Wing,IAD,,,,,,,,,,,,,,,,,,
3759,1,GH,Brenu,16/12/2009,Dec,1010,Brenu Beach,5.073055556,-1.423888889,B,R000095,N,.,Common Bulbul,Bulbul des jardins,Pycnonotus barbatus,2,.,.,.,95,39.6,.,None,GD,,,,,,,,,,,,,,,,,,
3760,1,GH,Brenu,16/12/2009,Dec,1020,Brenu Beach,5.073055556,-1.423888889,B,R000096,N,.,Common Bulbul,Bulbul des jardins,Pycnonotus barbatus,2,.,.,.,91,31,.,,GD,,,,,,,,,,,,,,,,,,
3934,1,GH,Brenu,16/12/2009,Dec,1020,Brenu Beach,5.073055556,-1.423888889,CC,S001556,N,.,Village Weaver,Tisserin gendarme,Ploceus cucullatus,2,F,.,.,80,26.3,.,None,IAD,,,,,,,,,,,,,,,,,,
3935,1,GH,Brenu,16/12/2009,Dec,1020,Brenu Beach,5.073055556,-1.423888889,CC,S001557,N,.,Village Weaver,Tisserin gendarme,Ploceus cucullatus,2,F,.,.,80,28.8,.,,GD,,,,,,,,,,,,,,,,,,
4045,1,GH,Brenu,16/12/2009,Dec,1020,Brenu Beach,5.073055556,-1.423888889,C,T000010,N,.,Blue-spotted Wood Dove,Tourtelette améthystine,Turtur afer,2,.,.,.,102,57,.,None,IAD,,,,,,,,,,,,,,,,,,
2339,1,GH,Brenu,07/02/2010,Feb,0730,Brenu Beach,5.073055556,-1.423888889,A,P000145,N,.,Singing Cisticola,Cisticole chanteuse,Cisticola cantans,FG,.,0,2,55,13.5,.,,MH,,,,,,,,,,,,,,,,,,
2340,1,GH,Brenu,07/02/2010,Feb,0730,Brenu Beach,5.073055556,-1.423888889,A,P000146,N,.,Slender-billed Weaver,Tisserin de Pelzeln,Ploceus pelzelni,FG,M,0,1,61,12.4,.,,NA,,,,,,,,,,,,,,,,,,
2341,1,GH,Brenu,07/02/2010,Feb,0730,Brenu Beach,5.073055556,-1.423888889,A,P000147,N,Mig,Garden Warbler,Fauvette des jardins,Sylvia borin,5,.,1,2,.,15.2,.,Wing,MH,,,,,,,,,,,,,,,,,,
2342,1,GH,Brenu,07/02/2010,Feb,0730,Brenu Beach,5.073055556,-1.423888889,A,P000148,N,.,Slender-billed Weaver,Tisserin de Pelzeln,Ploceus pelzelni,AD,M,0,.,60,12.9,Yes,,EMP,,,,,,,,,,,,,,,,,,
2343,1,GH,Brenu,07/02/2010,Feb,0730,Brenu Beach,5.073055556,-1.423888889,A,P000149,N,Mig,Garden Warbler,Fauvette des jardins,Sylvia borin,5,.,1,1,.,17.1,.,Wing,MH,,,,,,,,,,,,,,,,,,
3768,1,GH,Brenu,07/02/2010,Feb,0730,Brenu Beach,5.073055556,-1.423888889,B,R000104,N,.,Yellow-mantled Widowbird,Euplecte à dos d'or,Euplectes macroura,FG,F,0,2,66,17.9,.,,MH,,,,,,,,,,,,,,,,,,
3937,1,GH,Brenu,07/02/2010,Feb,0730,Brenu Beach,5.073055556,-1.423888889,CC,S001559,N,.,Common Bulbul,Bulbul des jardins,Pycnonotus barbatus,FG,.,0,3,94,37.1,.,,MH,,,,,,,,,,,,,,,,,,
1104,1,GH,Brenu,07/02/2010,Feb,0800,Brenu Beach,5.073055556,-1.423888889,B+,M00109,N,.,Common Bulbul,Bulbul des jardins,Pycnonotus barbatus,IMM,.,0,1,.,39.7,.,Wing,NA,,,,,,,,,,,,,,,,,,
1513,1,GH,Brenu,07/02/2010,Feb,0800,Brenu Beach,5.073055556,-1.423888889,AA,N00253,N,.,Copper Sunbird,Souimanga cuivré,Cinnyris cupreus,FG,M,0,2,57,7.5,.,,MH,,,,,,,,,,,,,,,,,,
1514,1,GH,Brenu,07/02/2010,Feb,0800,Brenu Beach,5.073055556,-1.423888889,AA,N00254,N,.,Brown Sunbird,Souimanga brun,Anthreptes gabonicus,FG,.,0,2,60,9,.,,MH,,,,,,,,,,,,,,,,,,
2344,1,GH,Brenu,07/02/2010,Feb,0800,Brenu Beach,5.073055556,-1.423888889,A,P000150,N,Mig,Garden Warbler,Fauvette des jardins,Sylvia borin,4,.,0,2,.,.,.,Wing,MH,,,,,,,,,,,,,,,,,,
2345,1,GH,Brenu,07/02/2010,Feb,0800,Brenu Beach,5.073055556,-1.423888889,A,P000151,N,.,Green-headed Sunbird,Sioumanga à tête verte,Cyanomitra verticalis,FG,M,0,2,64,13.4,.,,NA,,,,,,,,,,,,,,,,,,
2346,1,GH,Brenu,07/02/2010,Feb,0800,Brenu Beach,5.073055556,-1.423888889,A,P000152,N,Mig,Garden Warbler,Fauvette des jardins,Sylvia borin,5,.,2,1,.,18.6,.,Wing,MH,,,,,,,,,,,,,,,,,,
3769,1,GH,Brenu,07/02/2010,Feb,0800,Brenu Beach,5.073055556,-1.423888889,B,R000105,N,.,Little Greenbul,Bulbul verdâtre,Andropadus virens,FG,.,0,2,Moult,21.6,.,Wing,MH,,,,,,,,,,,,,,,,,,
3938,1,GH,Brenu,07/02/2010,Feb,0800,Brenu Beach,5.073055556,-1.423888889,CC,S001560,N,.,Village Weaver,Tisserin gendarme,Ploceus cucullatus,FG,F,0,1,89,37.5,.,,EMP,,,,,,,,,,,,,,,,,,
1105,1,GH,Brenu,07/02/2010,Feb,0900,Brenu Beach,5.073055556,-1.423888889,B+,M00110,N,.,Village Weaver,Tisserin gendarme,Ploceus cucullatus,FG,M,1,2,87,40.4,.,,PW,,,,,,,,,,,,,,,,,,
1106,1,GH,Brenu,07/02/2010,Feb,0900,Brenu Beach,5.073055556,-1.423888889,B+,M00111,N,.,Village Weaver,Tisserin gendarme,Ploceus cucullatus,FG,M,0,2,89,39.9,.,,MH,,,,,,,,,,,,,,,,,,
1108,1,GH,Brenu,07/02/2010,Feb,0900,Brenu Beach,5.073055556,-1.423888889,B+,M00113,N,.,Village Weaver,Tisserin gendarme,Ploceus cucullatus,FG,M,2,2,85,41.8,.,,MH,,,,,,,,,,,,,,,,,,
1109,1,GH,Brenu,07/02/2010,Feb,0950,Brenu Beach,5.073055556,-1.423888889,B+,M00114,N,.,Village Weaver,Tisserin gendarme,Ploceus cucullatus,FG,M,0,2,81,33.6,.,,MH,,,,,,,,,,,,,,,,,,
3939,1,GH,Brenu,07/02/2010,Feb,0950,Brenu Beach,5.073055556,-1.423888889,CC,S001561,N,.,Common Bulbul,Bulbul des jardins,Pycnonotus barbatus,FG,.,0,2,.,37.3,.,Wing,MH,,,,,,,,,,,,,,,,,,
3940,1,GH,Brenu,07/02/2010,Feb,0950,Brenu Beach,5.073055556,-1.423888889,CC,S001562,N,.,Simple Leaflove,Bulbul modeste,Chlorocichla simplex,FG,.,0,2,103,40.8,.,,EMP,,,,,,,,,,,,,,,,,,
4181,1,GH,Brenu,07/02/2010,Feb,0950,Brenu Beach,5.073055556,-1.423888889,So,V000036,N,.,Little Bee-eater,Guêpier nain,Merops pusillus,FG,.,0,1,78,12.4,.,,PW,,,,,,,,,,,,,,,,,,
4182,1,GH,Brenu,07/02/2010,Feb,0950,Brenu Beach,5.073055556,-1.423888889,So,V000037,N,.,Little Bee-eater,Guêpier nain,Merops pusillus,AD,.,0,.,73,16.4,Yes,,MH,,,,,,,,,,,,,,,,,,
4183,1,GH,Brenu,07/02/2010,Feb,0950,Brenu Beach,5.073055556,-1.423888889,So,V000038,N,.,White-throated Bee-eater,Guêpier à gorge blanche,Merops albicollis,FG,.,0,1,.,18.5,.,Wing,NA,,,,,,,,,,,,,,,,,,
964,1,GH,Brenu,07/02/2010,Feb,1020,Brenu Beach,5.073055556,-1.423888889,D2,D00613,N,.,Laughing Dove,Tourterelle maillée,Streptopelia senegalensis,AD,.,0,.,132,84.2,Yes,,EMP,,,,,,,,,,,,,,,,,,
1110,1,GH,Brenu,07/02/2010,Feb,1020,Brenu Beach,5.073055556,-1.423888889,B+,M00115,N,.,Northern Grey-headed Sparrow,Moineau gris,Passer griseus,FG,.,1,2,86,30.9,.,,MH,,,,,,,,,,,,,,,,,,
3770,1,GH,Brenu,07/02/2010,Feb,1020,Brenu Beach,5.073055556,-1.423888889,B,R000106,N,.,Black-necked Weaver,Tisserin à cou noir,Ploceus nigricollis,FG,M,0,3,76,26.7,.,,EMP,,,,,,,,,,,,,,,,,,
3771,1,GH,Brenu,07/02/2010,Feb,1020,Brenu Beach,5.073055556,-1.423888889,B,R000107,N,.,Black-necked Weaver,Tisserin à cou noir,Ploceus nigricollis,FG,F,1,3,74,25,.,,MH,,,,,,,,,,,,,,,,,,
4184,1,GH,Brenu,07/02/2010,Feb,1020,Brenu Beach,5.073055556,-1.423888889,So,V000039,N,.,Little Bee-eater,Guêpier nain,Merops pusillus,AD,.,0,.,79,16.2,Yes,,MH,,,,,,,,,,,,,,,,,,
1111,1,GH,Brenu,07/02/2010,Feb,1100,Brenu Beach,5.073055556,-1.423888889,B+,M00116,N,.,Common Bulbul,Bulbul des jardins,Pycnonotus barbatus,FG,.,0,3,94,35.4,.,,MH,,,,,,,,,,,,,,,,,,
1515,1,GH,Brenu,07/02/2010,Feb,1100,Brenu Beach,5.073055556,-1.423888889,AA,N00255,N,.,Copper Sunbird,Souimanga cuivré,Cinnyris cupreus,FG,M,1,2,58,9.2,.,,MH,,,,,,,,,,,,,,,,,,
1112,1,GH,Brenu,08/02/2010,Feb,0730,Brenu Beach,5.073055556,-1.423888889,B+,M00117,N,.,Northern Grey-headed Sparrow,Moineau gris,Passer griseus,FG,.,0,2,79,26.6,.,,NA,,,,,,,,,,,,,,,,,,
1113,1,GH,Brenu,08/02/2010,Feb,0730,Brenu Beach,5.073055556,-1.423888889,B+,M00118,N,.,Northern Grey-headed Sparrow,Moineau gris,Passer griseus,FG,.,0,1,80,28.8,.,,PW,,,,,,,,,,,,,,,,,,
1114,1,GH,Brenu,08/02/2010,Feb,0730,Brenu Beach,5.073055556,-1.423888889,B+,M00119,N,.,Northern Grey-headed Sparrow,Moineau gris,Passer griseus,FG,.,0,2,86,28.9,.,,NA,,,,,,,,,,,,,,,,,,
1115,1,GH,Brenu,08/02/2010,Feb,0730,Brenu Beach,5.073055556,-1.423888889,B+,M00120,N,.,Village Weaver,Tisserin gendarme,Ploceus cucullatus,FG,M,0,1,83,34.4,.,,NA,,,,,,,,,,,,,,,,,,
1116,1,GH,Brenu,08/02/2010,Feb,0730,Brenu Beach,5.073055556,-1.423888889,B+,M00121,N,.,Didric Cuckoo,Coucou Didric,Chrysococcyx caprius,FG,M,0,1,113,29.7,.,,PW,,,,,,,,,,,,,,,,,,
1117,1,GH,Brenu,08/02/2010,Feb,0730,Brenu Beach,5.073055556,-1.423888889,B+,M00122,N,.,Didric Cuckoo,Coucou Didric,Chrysococcyx caprius,FG,M,0,1,112,28.9,.,,NA,,,,,,,,,,,,,,,,,,
2347,1,GH,Brenu,08/02/2010,Feb,0730,Brenu Beach,5.073055556,-1.423888889,A,P000153,N,.,Common Wattle-eye,Pririt à collier,Platysteira cyanea,FG,M,0,2,64,13.3,.,,PW,,,,,,,,,,,,,,,,,,
2348,1,GH,Brenu,08/02/2010,Feb,0730,Brenu Beach,5.073055556,-1.423888889,A,P000154,N,.,Common Wattle-eye,Pririt à collier,Platysteira cyanea,FG,F,0,1,62,11.3,.,,NA,,,,,,,,,,,,,,,,,,
2349,1,GH,Brenu,08/02/2010,Feb,0730,Brenu Beach,5.073055556,-1.423888889,A,P000155,N,.,Singing Cisticola,Cisticole chanteuse,Cisticola cantans,FG,.,0,2,55,13.3,.,,NA,,,,,,,,,,,,,,,,,,
2350,1,GH,Brenu,08/02/2010,Feb,0730,Brenu Beach,5.073055556,-1.423888889,A,P000156,N,.,Green-headed Sunbird,Sioumanga à tête verte,Cyanomitra verticalis,FG,M,0,2,66,13.7,.,,NA,,,,,,,,,,,,,,,,,,
2351,1,GH,Brenu,08/02/2010,Feb,0730,Brenu Beach,5.073055556,-1.423888889,A,P000157,N,.,Green-headed Sunbird,Sioumanga à tête verte,Cyanomitra verticalis,FG,F,0,2,60,11.4,.,,PW,,,,,,,,,,,,,,,,,,
2352,1,GH,Brenu,08/02/2010,Feb,0730,Brenu Beach,5.073055556,-1.423888889,A,P000158,N,.,Slender-billed Weaver,Tisserin de Pelzeln,Ploceus pelzelni,FG,M,0,2,60,13.1,.,,PW,,,,,,,,,,,,,,,,,,
2353,1,GH,Brenu,08/02/2010,Feb,0730,Brenu Beach,5.073055556,-1.423888889,A,P000159,N,.,Slender-billed Weaver,Tisserin de Pelzeln,Ploceus pelzelni,AD,(M),0,.,59,12.7,Yes,,PW,,,,,,,,,,,,,,,,,,
3772,1,GH,Brenu,08/02/2010,Feb,0730,Brenu Beach,5.073055556,-1.423888889,B,R000108,N,.,Little Greenbul,Bulbul verdâtre,Andropadus virens,FG,.,0,2,70,27.5,.,Tail,PW,,,,,,,,,,,,,,,,,,
3773,1,GH,Brenu,08/02/2010,Feb,0730,Brenu Beach,5.073055556,-1.423888889,B,R000109,N,.,Black-necked Weaver,Tisserin à cou noir,Ploceus nigricollis,FG,M,0,2,74,24.1,.,,NA,,,,,,,,,,,,,,,,,,
1118,1,GH,Brenu,08/02/2010,Feb,0825,Brenu Beach,5.073055556,-1.423888889,B+,M00123,N,.,Village Weaver,Tisserin gendarme,Ploceus cucullatus,FG,M,0,2,88,39.9,.,,NA,,,,,,,,,,,,,,,,,,
1516,1,GH,Brenu,08/02/2010,Feb,0825,Brenu Beach,5.073055556,-1.423888889,AA,N00256,N,.,Copper Sunbird,Souimanga cuivré,Cinnyris cupreus,FG,M,0,1,58,7.4,.,,NA,,,,,,,,,,,,,,,,,,
1517,1,GH,Brenu,08/02/2010,Feb,0825,Brenu Beach,5.073055556,-1.423888889,AA,N00257,N,.,Red-faced Cisticola,Cisticole à face rousse,Cisticola erythrops,FG,.,0,2,60,15,.,,PW,,,,,,,,,,,,,,,,,,
1519,1,GH,Brenu,08/02/2010,Feb,0825,Brenu Beach,5.073055556,-1.423888889,AA,N00259,N,.,Splendid Sunbird,Souimanga éclatant,Cinnyris coccinigastrus,IMM,M,0,1,70,12.9,.,,NA,,,,,,,,,,,,,,,,,,
2354,1,GH,Brenu,08/02/2010,Feb,0825,Brenu Beach,5.073055556,-1.423888889,A,P000160,N,.,Green-headed Sunbird,Sioumanga à tête verte,Cyanomitra verticalis,FG,M,0,1,65,12.9,.,,NA,,,,,,,,,,,,,,,,,,
1119,1,GH,Brenu,08/02/2010,Feb,0910,Brenu Beach,5.073055556,-1.423888889,B+,M00124,N,.,Village Weaver,Tisserin gendarme,Ploceus cucullatus,AD,F,0,.,77,31.7,Yes,,NA,,,,,,,,,,,,,,,,,,
4185,1,GH,Brenu,08/02/2010,Feb,0910,Brenu Beach,5.073055556,-1.423888889,So,V000040,N,.,Little Bee-eater,Guêpier nain,Merops pusillus,AD,.,0,.,71,16.3,Yes,,NA,,,,,,,,,,,,,,,,,,
1120,1,GH,Brenu,08/02/2010,Feb,1000,Brenu Beach,5.073055556,-1.423888889,B+,M00125,N,.,Common Bulbul,Bulbul des jardins,Pycnonotus barbatus,FG,.,0,1,95,37.1,.,,NA,,,,,,,,,,,,,,,,,,
4186,1,GH,Brenu,08/02/2010,Feb,1000,Brenu Beach,5.073055556,-1.423888889,So,V000041,N,.,White-throated Bee-eater,Guêpier à gorge blanche,Merops albicollis,FG,(F),0,1,.,18.5,Yes,Wing,PW,,,,,,,,,,,,,,,,,,
1518,1,GH,Brenu,08/02/2010,Feb,1030,Brenu Beach,5.073055556,-1.423888889,AA,N00258,N,.,Bar-breasted Firefinch,Amarante pointé,Lagonosticta rufopicta,FG,(M),0,2,50,8.8,.,,PW,,,,,,,,,,,,,,,,,,
1520,1,GH,Brenu,08/02/2010,Feb,1030,Brenu Beach,5.073055556,-1.423888889,AA,N00260,N,.,Bar-breasted Firefinch,Amarante pointé,Lagonosticta rufopicta,FG,(M),0,2,51,9.1,.,,NA,,,,,,,,,,,,,,,,,,
1521,1,GH,Brenu,08/02/2010,Feb,1030,Brenu Beach,5.073055556,-1.423888889,AA,N00261,N,.,Bar-breasted Firefinch,Amarante pointé,Lagonosticta rufopicta,FG,(M),0,2,49.5,9.1,.,,PW,,,,,,,,,,,,,,,,,,
1522,1,GH,Brenu,08/02/2010,Feb,1030,Brenu Beach,5.073055556,-1.423888889,AA,N00262,N,.,Bronze Mannikin,Capucin nonnette,Spermestes cucullatus,FG,.,0,2,50,8.6,.,,NA,,,,,,,,,,,,,,,,,,
1523,1,GH,Brenu,08/02/2010,Feb,1030,Brenu Beach,5.073055556,-1.423888889,AA,N00263,N,.,Bronze Mannikin,Capucin nonnette,Spermestes cucullatus,AD,.,0,.,47,8,Yes,,NA,,,,,,,,,,,,,,,,,,
1524,1,GH,Brenu,08/02/2010,Feb,1030,Brenu Beach,5.073055556,-1.423888889,AA,N00264,N,.,Bronze Mannikin,Capucin nonnette,Spermestes cucullatus,AD,.,0,.,48,8.1,Yes,,PW,,,,,,,,,,,,,,,,,,
3835,1,GH,Brenu,16/03/2010,Mar,0615,Brenu Beach,5.073055556,-1.423888889,B,R000171,N,.,Common Bulbul,Bulbul des jardins,Pycnonotus barbatus,FG,.,0,2,89,33.3,.,,NA,,,,,,,,,,,,,,,,,,
3836,1,GH,Brenu,16/03/2010,Mar,0615,Brenu Beach,5.073055556,-1.423888889,B,R000172,N,.,Common Bulbul,Bulbul des jardins,Pycnonotus barbatus,FG,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,
3837,1,GH,Brenu,16/03/2010,Mar,0615,Brenu Beach,5.073055556,-1.423888889,B,R000173,N,.,Common Bulbul,Bulbul des jardins,Pycnonotus barbatus,FG,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,
