"Twilight","Rise","Deleted","Marker","Inserted","Twilight3","Marker3"
2012-05-11 20:52:50,FALSE,FALSE,0,FALSE,2012-05-11 20:52:50,0
2012-05-12 04:57:06,TRUE,FALSE,0,FALSE,2012-05-12 04:57:06,0
2012-05-12 20:12:48,FALSE,FALSE,0,FALSE,2012-05-12 20:12:48,0
2012-05-13 03:35:08,TRUE,FALSE,0,FALSE,2012-05-13 03:35:08,0
2012-05-13 20:10:50,FALSE,FALSE,0,FALSE,2012-05-13 20:10:50,0
2012-05-14 03:37:08,TRUE,FALSE,0,FALSE,2012-05-14 03:37:08,0
2012-05-14 20:22:48,FALSE,FALSE,0,FALSE,2012-05-14 20:22:48,0
2012-05-15 03:29:09,TRUE,FALSE,0,FALSE,2012-05-15 03:29:09,0
2012-05-15 20:22:48,FALSE,FALSE,0,FALSE,2012-05-15 20:22:48,0
2012-05-16 03:27:07,TRUE,FALSE,0,FALSE,2012-05-16 03:27:07,0
2012-05-16 20:22:47,FALSE,FALSE,0,FALSE,2012-05-16 20:22:47,0
2012-05-17 03:35:08,TRUE,FALSE,0,FALSE,2012-05-17 03:35:08,0
2012-05-17 20:18:48,FALSE,FALSE,0,FALSE,2012-05-17 20:18:48,0
2012-05-18 03:33:07,TRUE,FALSE,0,FALSE,2012-05-18 03:33:07,0
2012-05-18 20:12:49,FALSE,FALSE,0,FALSE,2012-05-18 20:12:49,0
2012-05-19 03:39:08,TRUE,FALSE,0,FALSE,2012-05-19 03:39:08,0
2012-05-19 20:22:47,FALSE,FALSE,0,FALSE,2012-05-19 20:22:47,0
2012-05-20 03:35:07,TRUE,FALSE,0,FALSE,2012-05-20 03:35:07,0
2012-05-20 20:18:48,FALSE,FALSE,0,FALSE,2012-05-20 20:18:48,0
2012-05-21 03:37:05,TRUE,FALSE,0,FALSE,2012-05-21 03:37:05,0
2012-05-21 20:34:47,FALSE,FALSE,0,FALSE,2012-05-21 20:34:47,0
2012-05-22 03:31:06,TRUE,FALSE,0,FALSE,2012-05-22 03:31:06,0
2012-05-22 20:24:48,FALSE,FALSE,0,FALSE,2012-05-22 20:24:48,0
2012-05-23 03:21:06,TRUE,FALSE,0,FALSE,2012-05-23 03:21:06,0
2012-05-23 20:26:45,FALSE,FALSE,0,FALSE,2012-05-23 20:26:45,0
2012-05-24 03:15:05,TRUE,FALSE,0,FALSE,2012-05-24 03:15:05,0
2012-05-24 20:26:45,FALSE,FALSE,0,FALSE,2012-05-24 20:26:45,0
2012-05-25 03:17:06,TRUE,FALSE,0,FALSE,2012-05-25 03:17:06,0
2012-05-25 20:28:46,FALSE,FALSE,0,FALSE,2012-05-25 20:28:46,0
2012-05-26 03:23:05,TRUE,FALSE,0,FALSE,2012-05-26 03:23:05,0
2012-05-26 20:32:45,FALSE,FALSE,0,FALSE,2012-05-26 20:32:45,0
2012-05-27 03:15:04,TRUE,FALSE,0,FALSE,2012-05-27 03:15:04,0
2012-05-27 20:32:44,FALSE,FALSE,0,FALSE,2012-05-27 20:32:44,0
2012-05-28 03:13:05,TRUE,FALSE,0,FALSE,2012-05-28 03:13:05,0
2012-05-28 20:36:45,FALSE,FALSE,0,FALSE,2012-05-28 20:36:45,0
2012-05-29 03:23:05,TRUE,FALSE,0,FALSE,2012-05-29 03:23:05,0
2012-05-29 20:24:45,FALSE,FALSE,0,FALSE,2012-05-29 20:24:45,0
2012-05-30 03:15:04,TRUE,FALSE,0,FALSE,2012-05-30 03:15:04,0
2012-05-30 20:18:45,FALSE,FALSE,0,FALSE,2012-05-30 20:18:45,0
2012-05-31 03:13:04,TRUE,FALSE,0,FALSE,2012-05-31 03:13:04,0
2012-05-31 20:26:44,FALSE,FALSE,0,FALSE,2012-05-31 20:26:44,0
2012-06-01 03:13:03,TRUE,FALSE,0,FALSE,2012-06-01 03:13:03,0
2012-06-01 20:24:43,FALSE,FALSE,0,FALSE,2012-06-01 20:24:43,0
2012-06-02 03:25:03,TRUE,FALSE,0,FALSE,2012-06-02 03:25:03,0
2012-06-02 20:22:45,FALSE,FALSE,0,FALSE,2012-06-02 20:22:45,0
2012-06-03 03:41:04,TRUE,FALSE,0,FALSE,2012-06-03 03:41:04,0
2012-06-03 19:50:42,FALSE,FALSE,0,FALSE,2012-06-03 19:50:42,0
2012-06-04 03:15:03,TRUE,FALSE,0,FALSE,2012-06-04 03:15:03,0
2012-06-04 20:38:44,FALSE,FALSE,0,FALSE,2012-06-04 20:38:44,0
2012-06-05 03:19:02,TRUE,FALSE,0,FALSE,2012-06-05 03:19:02,0
2012-06-05 20:26:42,FALSE,FALSE,0,FALSE,2012-06-05 20:26:42,0
2012-06-06 03:19:02,TRUE,FALSE,0,FALSE,2012-06-06 03:19:02,0
2012-06-06 20:28:42,FALSE,FALSE,0,FALSE,2012-06-06 20:28:42,0
2012-06-07 03:17:01,TRUE,FALSE,0,FALSE,2012-06-07 03:17:01,0
2012-06-07 20:30:41,FALSE,FALSE,0,FALSE,2012-06-07 20:30:41,0
2012-06-08 03:13:01,TRUE,FALSE,0,FALSE,2012-06-08 03:13:01,0
2012-06-08 20:22:42,FALSE,FALSE,0,FALSE,2012-06-08 20:22:42,0
2012-06-09 03:23:02,TRUE,FALSE,0,FALSE,2012-06-09 03:23:02,0
2012-06-09 20:44:43,FALSE,FALSE,0,FALSE,2012-06-09 20:44:43,0
2012-06-10 03:01:00,TRUE,FALSE,0,FALSE,2012-06-10 03:01:00,0
2012-06-10 20:32:40,FALSE,FALSE,0,FALSE,2012-06-10 20:32:40,0
2012-06-11 03:45:01,TRUE,FALSE,0,FALSE,2012-06-11 03:45:01,0
2012-06-11 20:34:41,FALSE,FALSE,0,FALSE,2012-06-11 20:34:41,0
2012-06-12 03:09:01,TRUE,FALSE,0,FALSE,2012-06-12 03:09:01,0
2012-06-12 20:14:41,FALSE,FALSE,0,FALSE,2012-06-12 20:14:41,0
2012-06-13 03:09:00,TRUE,FALSE,0,FALSE,2012-06-13 03:09:00,0
2012-06-13 20:46:40,FALSE,FALSE,0,FALSE,2012-06-13 20:46:40,0
2012-06-14 02:59:01,TRUE,FALSE,0,FALSE,2012-06-14 02:59:01,0
2012-06-14 20:02:39,FALSE,FALSE,0,FALSE,2012-06-14 20:02:39,0
2012-06-15 03:11:00,TRUE,FALSE,0,FALSE,2012-06-15 03:11:00,0
2012-06-15 20:48:42,FALSE,FALSE,0,FALSE,2012-06-15 20:48:42,0
2012-06-16 03:01:00,TRUE,FALSE,0,FALSE,2012-06-16 03:01:00,0
2012-06-16 20:54:40,FALSE,FALSE,0,FALSE,2012-06-16 20:54:40,0
2012-06-17 03:30:59,TRUE,FALSE,0,FALSE,2012-06-17 03:30:59,0
2012-06-17 20:28:40,FALSE,FALSE,0,FALSE,2012-06-17 20:28:40,0
2012-06-18 03:40:59,TRUE,FALSE,0,FALSE,2012-06-18 03:40:59,0
2012-06-18 20:46:38,FALSE,FALSE,0,FALSE,2012-06-18 20:46:38,0
2012-06-19 03:12:58,TRUE,FALSE,0,FALSE,2012-06-19 03:12:58,0
2012-06-19 20:56:39,FALSE,FALSE,0,FALSE,2012-06-19 20:56:39,0
2012-06-20 03:20:59,TRUE,FALSE,0,FALSE,2012-06-20 03:20:59,0
2012-06-20 20:36:38,FALSE,FALSE,0,FALSE,2012-06-20 20:36:38,0
2012-06-21 03:40:59,TRUE,FALSE,0,FALSE,2012-06-21 03:40:59,0
2012-06-21 20:48:37,FALSE,FALSE,0,FALSE,2012-06-21 20:48:37,0
2012-06-22 03:16:57,TRUE,FALSE,0,FALSE,2012-06-22 03:16:57,0
2012-06-22 20:40:38,FALSE,FALSE,0,FALSE,2012-06-22 20:40:38,0
2012-06-23 03:32:57,TRUE,FALSE,0,FALSE,2012-06-23 03:32:57,0
2012-06-23 20:26:38,FALSE,FALSE,0,FALSE,2012-06-23 20:26:38,0
2012-06-24 03:40:58,TRUE,FALSE,0,FALSE,2012-06-24 03:40:58,0
2012-06-24 20:40:39,FALSE,FALSE,0,FALSE,2012-06-24 20:40:39,0
2012-06-25 03:24:56,TRUE,FALSE,0,FALSE,2012-06-25 03:24:56,0
2012-06-25 20:44:36,FALSE,FALSE,0,FALSE,2012-06-25 20:44:36,0
2012-06-26 03:20:54,TRUE,FALSE,0,FALSE,2012-06-26 03:20:54,0
2012-06-26 20:18:37,FALSE,FALSE,0,FALSE,2012-06-26 20:18:37,0
2012-06-27 03:38:56,TRUE,FALSE,0,FALSE,2012-06-27 03:38:56,0
2012-06-27 20:28:37,FALSE,FALSE,0,FALSE,2012-06-27 20:28:37,0
2012-06-28 03:42:57,TRUE,FALSE,0,FALSE,2012-06-28 03:42:57,0
2012-06-28 20:50:38,FALSE,FALSE,0,FALSE,2012-06-28 20:50:38,0
2012-06-29 03:20:57,TRUE,FALSE,0,FALSE,2012-06-29 03:20:57,0
2012-06-29 20:28:37,FALSE,FALSE,0,FALSE,2012-06-29 20:28:37,0
2012-06-30 03:40:55,TRUE,FALSE,0,FALSE,2012-06-30 03:40:55,0
2012-06-30 20:32:36,FALSE,FALSE,0,FALSE,2012-06-30 20:32:36,0
2012-07-01 03:28:54,TRUE,FALSE,0,FALSE,2012-07-01 03:28:54,0
2012-07-01 20:34:37,FALSE,FALSE,0,FALSE,2012-07-01 20:34:37,0
2012-07-02 03:12:56,TRUE,FALSE,0,FALSE,2012-07-02 03:12:56,0
2012-07-02 20:52:37,FALSE,FALSE,0,FALSE,2012-07-02 20:52:37,0
2012-07-03 03:42:54,TRUE,FALSE,0,FALSE,2012-07-03 03:42:54,0
2012-07-03 20:24:35,FALSE,FALSE,0,FALSE,2012-07-03 20:24:35,0
2012-07-04 03:36:55,TRUE,FALSE,0,FALSE,2012-07-04 03:36:55,0
2012-07-04 20:52:34,FALSE,FALSE,0,FALSE,2012-07-04 20:52:34,0
2012-07-05 03:50:53,TRUE,FALSE,0,FALSE,2012-07-05 03:50:53,0
2012-07-05 20:38:36,FALSE,FALSE,0,FALSE,2012-07-05 20:38:36,0
2012-07-06 03:34:53,TRUE,FALSE,0,FALSE,2012-07-06 03:34:53,0
2012-07-06 20:42:34,FALSE,FALSE,0,FALSE,2012-07-06 20:42:34,0
2012-07-07 03:32:54,TRUE,FALSE,0,FALSE,2012-07-07 03:32:54,0
2012-07-07 20:26:33,FALSE,FALSE,0,FALSE,2012-07-07 20:26:33,0
2012-07-08 03:36:53,TRUE,FALSE,0,FALSE,2012-07-08 03:36:53,0
2012-07-08 19:58:33,FALSE,FALSE,0,FALSE,2012-07-08 19:58:33,0
2012-07-09 03:56:52,TRUE,FALSE,0,FALSE,2012-07-09 03:56:52,0
2012-07-09 20:22:34,FALSE,FALSE,0,FALSE,2012-07-09 20:22:34,0
2012-07-10 03:56:51,TRUE,FALSE,0,FALSE,2012-07-10 03:56:51,0
2012-07-10 20:04:32,FALSE,FALSE,0,FALSE,2012-07-10 20:04:32,0
2012-07-11 03:48:53,TRUE,FALSE,0,FALSE,2012-07-11 03:48:53,0
2012-07-11 19:46:33,FALSE,FALSE,0,FALSE,2012-07-11 19:46:33,0
2012-07-12 03:58:53,TRUE,FALSE,0,FALSE,2012-07-12 03:58:53,0
2012-07-12 20:24:34,FALSE,FALSE,0,FALSE,2012-07-12 20:24:34,0
2012-07-13 04:00:53,TRUE,FALSE,0,FALSE,2012-07-13 04:00:53,0
2012-07-13 19:32:32,FALSE,FALSE,0,FALSE,2012-07-13 19:32:32,0
2012-07-14 04:48:51,TRUE,FALSE,0,FALSE,2012-07-14 04:48:51,0
2012-07-14 20:22:31,FALSE,FALSE,0,FALSE,2012-07-14 20:22:31,0
2012-07-15 03:56:51,TRUE,FALSE,0,FALSE,2012-07-15 03:56:51,0
2012-07-15 20:38:33,FALSE,FALSE,0,FALSE,2012-07-15 20:38:33,0
2012-07-16 04:00:51,TRUE,FALSE,0,FALSE,2012-07-16 04:00:51,0
2012-07-16 20:30:31,FALSE,FALSE,0,FALSE,2012-07-16 20:30:31,0
2012-07-17 03:50:52,TRUE,FALSE,0,FALSE,2012-07-17 03:50:52,0
2012-07-17 20:24:32,FALSE,FALSE,0,FALSE,2012-07-17 20:24:32,0
2012-07-18 04:08:50,TRUE,FALSE,0,FALSE,2012-07-18 04:08:50,0
2012-07-18 20:46:31,FALSE,FALSE,0,FALSE,2012-07-18 20:46:31,0
2012-07-19 03:50:51,TRUE,FALSE,0,FALSE,2012-07-19 03:50:51,0
2012-07-19 20:10:32,FALSE,FALSE,0,FALSE,2012-07-19 20:10:32,0
2012-07-20 04:18:51,TRUE,FALSE,0,FALSE,2012-07-20 04:18:51,0
2012-07-20 20:24:30,FALSE,FALSE,0,FALSE,2012-07-20 20:24:30,0
