"Twilight","Rise","Deleted","Marker","Inserted","Twilight3","Marker3"
2017-05-10 20:20:23,FALSE,FALSE,0,FALSE,2017-05-10 20:20:23,0
2017-05-11 03:38:20,TRUE,FALSE,0,FALSE,2017-05-11 03:38:20,0
2017-05-11 20:17:03,FALSE,FALSE,0,FALSE,2017-05-11 20:17:03,0
2017-05-12 03:38:20,TRUE,FALSE,0,FALSE,2017-05-12 03:38:20,0
2017-05-12 20:17:03,FALSE,FALSE,0,FALSE,2017-05-12 20:17:03,0
2017-05-13 03:33:20,TRUE,FALSE,0,FALSE,2017-05-13 03:33:20,0
2017-05-13 20:22:27,FALSE,FALSE,0,FALSE,2017-05-13 20:22:27,0
2017-05-14 03:23:20,TRUE,FALSE,0,FALSE,2017-05-14 03:23:20,0
2017-05-14 20:29:18,FALSE,FALSE,0,FALSE,2017-05-14 20:29:18,0
2017-05-15 03:32:51,TRUE,FALSE,0,FALSE,2017-05-15 03:32:51,0
2017-05-15 20:07:27,FALSE,FALSE,0,FALSE,2017-05-15 20:07:27,0
2017-05-16 03:33:20,TRUE,FALSE,0,FALSE,2017-05-16 03:33:20,0
2017-05-16 20:32:03,FALSE,FALSE,0,FALSE,2017-05-16 20:32:03,0
2017-05-17 03:41:05,TRUE,FALSE,0,FALSE,2017-05-17 03:41:05,0
2017-05-17 20:17:19,FALSE,FALSE,0,FALSE,2017-05-17 20:17:19,0
2017-05-18 03:43:04,TRUE,FALSE,0,FALSE,2017-05-18 03:43:04,0
2017-05-18 20:07:03,FALSE,FALSE,0,FALSE,2017-05-18 20:07:03,0
2017-05-19 03:33:20,TRUE,FALSE,0,FALSE,2017-05-19 03:33:20,0
2017-05-19 20:22:03,FALSE,FALSE,0,FALSE,2017-05-19 20:22:03,0
2017-05-20 03:23:20,TRUE,FALSE,0,FALSE,2017-05-20 03:23:20,0
2017-05-20 20:29:18,FALSE,FALSE,0,FALSE,2017-05-20 20:29:18,0
2017-05-21 03:18:20,TRUE,FALSE,0,FALSE,2017-05-21 03:18:20,0
2017-05-21 20:32:03,FALSE,FALSE,0,FALSE,2017-05-21 20:32:03,0
2017-05-22 03:28:20,TRUE,FALSE,0,FALSE,2017-05-22 03:28:20,0
2017-05-22 20:39:18,FALSE,FALSE,0,FALSE,2017-05-22 20:39:18,0
2017-05-23 03:15:23,TRUE,FALSE,0,FALSE,2017-05-23 03:15:23,0
2017-05-23 20:44:18,FALSE,FALSE,0,FALSE,2017-05-23 20:44:18,0
2017-05-24 03:08:20,TRUE,FALSE,0,FALSE,2017-05-24 03:08:20,0
2017-05-24 20:37:03,FALSE,FALSE,0,FALSE,2017-05-24 20:37:03,0
2017-05-25 03:13:20,TRUE,FALSE,0,FALSE,2017-05-25 03:13:20,0
2017-05-25 20:27:03,FALSE,FALSE,0,FALSE,2017-05-25 20:27:03,0
2017-05-26 03:08:20,TRUE,FALSE,0,FALSE,2017-05-26 03:08:20,0
2017-05-26 20:32:19,FALSE,FALSE,0,FALSE,2017-05-26 20:32:19,0
2017-05-27 02:58:20,TRUE,FALSE,0,FALSE,2017-05-27 02:58:20,0
2017-05-27 20:32:27,FALSE,FALSE,0,FALSE,2017-05-27 20:32:27,0
2017-05-28 03:13:20,TRUE,FALSE,0,FALSE,2017-05-28 03:13:20,0
2017-05-28 20:02:19,FALSE,FALSE,0,FALSE,2017-05-28 20:02:19,0
2017-05-29 03:53:04,TRUE,FALSE,0,FALSE,2017-05-29 03:53:04,0
2017-05-29 20:32:03,FALSE,FALSE,0,FALSE,2017-05-29 20:32:03,0
2017-05-30 03:23:20,TRUE,FALSE,0,FALSE,2017-05-30 03:23:20,0
2017-05-30 20:42:19,FALSE,FALSE,0,FALSE,2017-05-30 20:42:19,0
2017-05-31 03:18:20,TRUE,FALSE,0,FALSE,2017-05-31 03:18:20,0
2017-05-31 20:32:19,FALSE,FALSE,0,FALSE,2017-05-31 20:32:19,0
2017-06-01 03:18:20,TRUE,FALSE,0,FALSE,2017-06-01 03:18:20,0
2017-06-01 20:27:03,FALSE,FALSE,0,FALSE,2017-06-01 20:27:03,0
2017-06-02 03:18:04,TRUE,FALSE,0,FALSE,2017-06-02 03:18:04,0
2017-06-02 20:42:19,FALSE,FALSE,0,FALSE,2017-06-02 20:42:19,0
2017-06-03 03:08:20,TRUE,FALSE,0,FALSE,2017-06-03 03:08:20,0
2017-06-03 20:32:03,FALSE,FALSE,0,FALSE,2017-06-03 20:32:03,0
2017-06-04 03:22:59,TRUE,FALSE,0,FALSE,2017-06-04 03:22:59,0
2017-06-04 20:52:03,FALSE,FALSE,0,FALSE,2017-06-04 20:52:03,0
2017-06-05 03:13:20,TRUE,FALSE,0,FALSE,2017-06-05 03:13:20,0
2017-06-05 19:52:19,FALSE,FALSE,0,FALSE,2017-06-05 19:52:19,0
2017-06-06 03:28:20,TRUE,FALSE,0,FALSE,2017-06-06 03:28:20,0
2017-06-06 20:37:33,FALSE,FALSE,0,FALSE,2017-06-06 20:37:33,0
2017-06-07 03:12:50,TRUE,FALSE,0,FALSE,2017-06-07 03:12:50,0
2017-06-07 20:42:03,FALSE,FALSE,0,FALSE,2017-06-07 20:42:03,0
2017-06-08 03:22:52,TRUE,FALSE,0,FALSE,2017-06-08 03:22:52,0
2017-06-08 20:52:29,FALSE,FALSE,0,FALSE,2017-06-08 20:52:29,0
2017-06-09 02:50:00,TRUE,FALSE,0,FALSE,2017-06-09 02:50:00,0
2017-06-09 20:42:03,FALSE,FALSE,0,FALSE,2017-06-09 20:42:03,0
2017-06-10 03:13:20,TRUE,FALSE,0,FALSE,2017-06-10 03:13:20,0
2017-06-10 20:52:27,FALSE,FALSE,0,FALSE,2017-06-10 20:52:27,0
2017-06-11 03:08:20,TRUE,FALSE,0,FALSE,2017-06-11 03:08:20,0
2017-06-11 20:17:03,FALSE,FALSE,0,FALSE,2017-06-11 20:17:03,0
